Player,Cost,Sel.%,Form,Pts.,RP
EstèveBurnleyDEF,4,16.10%,3.8,16,4
CullenBurnleyMID,5,2.10%,5.8,27,4
JamesChelseaDEF,5.4,4.40%,2,12,4
CaicedoChelseaMID,5.6,10.40%,6.7,33,4
RichardsCrystal PalaceDEF,4.5,2.30%,5,26,4
GarnerEvertonMID,5,0.60%,5.8,25,4
AndersenFulhamDEF,4.5,3.70%,5.2,23,4
BasseyFulhamDEF,4.5,0.60%,4,17,4
BogleLeedsDEF,4.5,0.20%,2.8,17,4
StruijkLeedsDEF,4.5,0.40%,3,20,4
GudmundssonLeedsDEF,4,5.20%,3,21,4
AmpaduLeedsMID,4.9,0.10%,2,11,4
KerkezLiverpoolDEF,5.9,5.20%,2.8,11,4
VirgilLiverpoolDEF,6.1,29.70%,5.8,26,4
KonatéLiverpoolDEF,5.5,3.40%,4.8,20,4
GvardiolMan CityDEF,5.8,3.60%,2.5,10,4
RodrigoMan CityMID,6.4,0.70%,2.5,10,4
AndersonNott'm ForestMID,5.5,5.10%,3,18,4
HumeSunderlandDEF,4.5,0.30%,3.2,19,4
AldereteSunderlandDEF,4,1.80%,4.5,22,4
MukieleSunderlandDEF,4,0.80%,4.5,18,4
XhakaSunderlandMID,5,2.80%,4.2,20,4
BergvallSpursMID,5.4,0.50%,4.2,20,4
J.PalhinhaSpursMID,5.5,0.80%,4.8,20,4
GomesWolvesMID,5.4,0.10%,2.5,12,4
RiceArsenalMID,6.5,8.40%,3.5,20,3
MartinezAston VillaGKP,5,2.20%,2.8,11,3
GuessandAston VillaMID,6.4,0.00%,1.5,6,3
FlorentinoBurnleyMID,5,0.00%,2,4,3
TavernierBournemouthMID,5.5,1.70%,4.8,23,3
AdamsBournemouthMID,5,0.40%,2.5,14,3
BrooksBournemouthMID,5,0.40%,2.8,15,3
ScottBournemouthMID,5,0.30%,4.2,19,3
DunkBrightonDEF,4.5,1.20%,2.8,13,3
VeltmanBrightonDEF,4.4,0.20%,1.8,7,3
TarkowskiEvertonDEF,5.5,7.10%,5.5,26,3
DarlowLeedsGKP,4,2.40%,1.5,6,3
FodenMan CityMID,8,3.20%,4,16,3
DokuMan CityMID,6.4,2.40%,3.8,18,3
MbeumoMan UtdMID,8.1,15.30%,4.2,19,3
CasemiroMan UtdMID,5.5,0.20%,2.2,11,3
J.MurphyNewcastleMID,6.3,1.20%,3,13,3
TonaliNewcastleMID,5.4,1.30%,2.8,14,3
WillockNewcastleMID,5,0.10%,1,4,3
L.MileyNewcastleMID,4.4,1.90%,1.2,6,3
SelsNott'm ForestGKP,5,13.90%,2,10,3
DioufWest HamDEF,4.4,4.40%,4.7,18,3
MavropanosWest HamDEF,4.4,0.10%,4,12,3
AgbadouWolvesDEF,4.5,0.40%,3,12,3
Fer LópezWolvesMID,5.4,0.00%,1.2,6,3
RayaArsenalGKP,5.5,23.90%,4,26,2
GabrielArsenalDEF,6.1,22.30%,4.8,25,2
SalibaArsenalDEF,6,12.50%,2.2,18,2
CalafioriArsenalDEF,5.7,14.10%,5.5,35,2
TrossardArsenalMID,6.9,0.30%,1.8,7,2
ZubimendiArsenalMID,5.4,3.90%,5.5,27,2
GyökeresArsenalFWD,9,25.50%,5.2,22,2
KonsaAston VillaDEF,4.5,12.50%,2.2,12,2
RogersAston VillaMID,7,7.40%,2.2,12,2
McGinnAston VillaMID,5.5,0.60%,2.2,12,2
WatkinsAston VillaFWD,8.8,13.20%,2,10,2
WalkerBurnleyDEF,4.5,1.70%,2.5,11,2
EkdalBurnleyDEF,4,1.60%,4.5,19,2
HartmanBurnleyDEF,4,0.50%,3.2,14,2
LaurentBurnleyMID,4.9,0.00%,1.2,7,2
TchaounaBurnleyMID,4.9,0.00%,2.2,10,2
EvanilsonBournemouthFWD,7,3.10%,4.2,18,2
SchadeBrentfordMID,7,0.40%,3,13,2
HendersonBrentfordMID,5,0.30%,3.5,15,2
YarmoliukBrentfordMID,5,0.10%,3,14,2
ThiagoBrentfordFWD,6,1.80%,2.8,17,2
MitomaBrightonMID,6.4,4.80%,4,18,2
GrudaBrightonMID,5.4,0.10%,3,13,2
Andrey SantosChelseaMID,4.5,0.30%,0.7,4,2
João PedroChelseaFWD,7.8,67.30%,6,35,2
MuñozCrystal PalaceDEF,5.6,13.80%,5.2,26,2
LacroixCrystal PalaceDEF,5.1,4.30%,5.5,30,2
HughesCrystal PalaceMID,4.9,0.10%,2,10,2
KamadaCrystal PalaceMID,5,0.10%,2.8,11,2
TeteFulhamDEF,4.5,0.20%,3.2,15,2
BergeFulhamMID,5,0.10%,2.5,12,2
RodonLeedsDEF,4,3.90%,3.8,22,2
AaronsonLeedsMID,5.4,0.10%,2.2,10,2
LongstaffLeedsMID,4.9,0.20%,2.5,11,2
A.BeckerLiverpoolGKP,5.5,10.90%,4.2,18,2
BradleyLiverpoolDEF,5,0.10%,0.5,2,2
GakpoLiverpoolMID,7.7,17.50%,4.5,25,2
Mac AllisterLiverpoolMID,6.4,1.40%,1.5,11,2
RúbenMan CityDEF,5.5,4.10%,2.5,16,2
BayindirMan UtdGKP,5,0.40%,1.8,9,2
De LigtMan UtdDEF,5,2.70%,2.8,15,2
ShawMan UtdDEF,4.5,0.30%,1.5,8,2
AmadMan UtdMID,6.3,1.70%,2.5,11,2
WoltemadeNewcastleFWD,7.1,3.50%,5.5,11,2
ZinchenkoNott'm ForestDEF,4.9,0.30%,0.5,2,2
MilenkovićNott'm ForestDEF,5.5,7.20%,1.5,8,2
Gibbs-WhiteNott'm ForestMID,7.5,5.10%,2,13,2
NdoyeNott'm ForestMID,6.1,3.30%,3,21,2
WoodNott'm ForestFWD,7.6,20.60%,1.8,20,2
RoefsSunderlandGKP,4.5,2.30%,5.2,29,2
E.Le FéeSunderlandMID,4.9,0.40%,3.5,15,2
TalbiSunderlandMID,5,0.30%,2.5,16,2
RomeroSpursDEF,5.1,6.90%,5.8,29,2
BentancurSpursMID,5.4,0.10%,1.8,8,2
OdobertSpursMID,5.3,0.00%,1.2,6,2
KilmanWest HamDEF,4.4,0.20%,3,9,2
Ward-ProwseWest HamMID,5.9,0.30%,2.3,11,2
SummervilleWest HamMID,5.5,0.10%,3.7,11,2
M.FernandesWest HamMID,5.5,0.00%,2.3,7,2
ToluWolvesFWD,5.5,0.10%,2,4,2
J.TimberArsenalDEF,5.8,13.30%,8.8,35,1
MosqueraArsenalDEF,5.4,0.20%,2.8,11,1
SakaArsenalMID,9.8,3.60%,1.8,10,1
MaduekeArsenalMID,7,1.70%,2.2,10,1
MerinoArsenalMID,5.9,0.50%,1.8,8,1
NwaneriArsenalMID,5.3,0.20%,1.2,5,1
DigneAston VillaDEF,4.5,2.00%,2.2,15,1
BogardeAston VillaDEF,4,0.50%,2.8,11,1
BuendíaAston VillaMID,5.3,0.10%,1.2,5,1
MalenAston VillaMID,5.2,0.70%,1.2,6,1
ElliottAston VillaMID,5.4,0.60%,0.8,3,1
SanchoAston VillaMID,5.9,0.20%,0.2,1,1
HannibalBurnleyMID,5,0.20%,2.2,11,1
FlemmingBurnleyFWD,5.4,0.10%,0.5,3,1
HillBournemouthDEF,4,0.90%,2.2,10,1
KluivertBournemouthMID,7,0.70%,1,4,1
ChristieBournemouthMID,5,0.10%,0.8,3,1
AdliBournemouthMID,5.5,0.00%,1,4,1
KelleherBrentfordGKP,4.5,8.80%,2.2,10,1
Lewis-PotterBrentfordDEF,5,0.40%,3.5,15,1
AjerBrentfordDEF,4.4,0.20%,1.5,6,1
HenryBrentfordDEF,4.5,0.10%,0.5,3,1
KayodeBrentfordDEF,4.5,0.40%,3.5,15,1
Van den BergBrentfordDEF,4.5,0.70%,3.2,16,1
O.DangoBrentfordMID,6,0.80%,4.2,17,1
CarvalhoBrentfordMID,4.9,0.30%,2.2,11,1
JaneltBrentfordMID,4.9,0.00%,0.2,1,1
VerbruggenBrightonGKP,4.5,5.20%,1.5,8,1
CoppolaBrightonDEF,4.4,0.10%,0.5,2,1
F.KadıoğluBrightonDEF,4.4,0.10%,1.2,5,1
Van HeckeBrightonDEF,4.5,0.90%,1.5,8,1
BalebaBrightonMID,4.9,2.80%,0.8,6,1
MilnerBrightonMID,5,0.10%,2,9,1
WiefferBrightonMID,4.9,0.10%,1,8,1
WelbeckBrightonFWD,6.3,2.00%,1.2,6,1
JörgensenChelseaGKP,4.4,0.20%,0.3,1,1
GustoChelseaDEF,4.9,1.40%,2.3,10,1
FofanaChelseaDEF,4.4,0.20%,0.7,3,1
PalmerChelseaMID,10.4,20.60%,2.7,11,1
NetoChelseaMID,7,4.80%,2,16,1
EnzoChelseaMID,6.7,13.30%,5.7,30,1
EstêvãoChelseaMID,6.5,2.00%,1.3,9,1
HendersonCrystal PalaceGKP,5,8.00%,4,22,1
DevennyCrystal PalaceMID,4.5,1.40%,1.2,6,1
YeremyCrystal PalaceMID,6,0.20%,1.7,5,1
NketiahCrystal PalaceFWD,5.4,0.20%,0.2,1,1
PickfordEvertonGKP,5.5,11.40%,5.8,25,1
MykolenkoEvertonDEF,4.9,0.40%,0.5,2,1
O'BrienEvertonDEF,5,0.50%,3.5,16,1
KeaneEvertonDEF,4.5,0.70%,4.5,20,1
Dewsbury-HallEvertonMID,5,4.90%,4.2,19,1
AlcarazEvertonMID,5.3,0.10%,0.8,4,1
GrealishEvertonMID,6.8,22.50%,6,25,1
DiblingEvertonMID,5.5,0.00%,0.3,1,1
BarryEvertonFWD,5.8,0.40%,1.2,6,1
BetoEvertonFWD,5.4,5.10%,2.5,12,1
LenoFulhamGKP,5,1.60%,3.5,17,1
J.CuencaFulhamDEF,4.4,0.00%,0.2,3,1
Smith RoweFulhamMID,5.9,0.70%,2.2,10,1
CairneyFulhamMID,4.9,0.00%,0.5,2,1
LukićFulhamMID,5,0.10%,2.8,13,1
KingFulhamMID,4.5,3.70%,1.5,8,1
RaúlFulhamFWD,6.3,1.10%,1,6,1
JustinLeedsDEF,4,0.20%,0.7,2,1
HarrisonLeedsMID,5.3,0.10%,0.8,4,1
GruevLeedsMID,4.9,0.00%,1.5,7,1
TanakaLeedsMID,4.9,0.10%,0.5,5,1
NmechaLeedsFWD,5,0.80%,1.2,10,1
SzoboszlaiLiverpoolMID,6.5,3.90%,4.8,21,1
C.JonesLiverpoolMID,5.4,0.10%,1.8,8,1
IsakLiverpoolFWD,10.5,9.80%,0.2,1,1
DonnarummaMan CityGKP,5.5,4.50%,3.5,7,1
AkéMan CityDEF,5.4,0.70%,0.8,3,1
KhusanovMan CityDEF,5.4,0.50%,2.5,11,1
Matheus N.Man CityDEF,5.3,0.30%,0.8,4,1
StonesMan CityDEF,5.5,0.80%,0.8,9,1
SavinhoMan CityMID,6.9,0.40%,0.5,2,1
BernardoMan CityMID,6.4,0.60%,2.5,13,1
N.GonzalezMan CityMID,6,0.10%,0.8,6,1
YoroMan UtdDEF,4.5,2.20%,2.2,13,1
CunhaMan UtdMID,8,4.40%,1,6,1
MountMan UtdMID,5.9,0.20%,1.2,7,1
MainooMan UtdMID,4.9,0.50%,0.8,3,1
UgarteMan UtdMID,4.9,0.10%,1.5,7,1
ŠeškoMan UtdFWD,7.3,4.70%,1.2,6,1
LascellesNewcastleDEF,4.4,0.10%,0.2,1,1
ElangaNewcastleMID,7,6.40%,1.2,8,1
BarnesNewcastleMID,6.5,0.80%,1.8,10,1
OsulaNewcastleFWD,5.5,0.40%,2.2,10,1
MoratoNott'm ForestDEF,4.4,0.10%,0.5,2,1
Hudson-OdoiNott'm ForestMID,6,1.60%,3.5,16,1
SangaréNott'm ForestMID,5,0.10%,2.2,11,1
BakwaNott'm ForestMID,6,0.00%,1,2,1
Igor JesusNott'm ForestFWD,5.8,0.50%,0.8,4,1
KalimuendoNott'm ForestFWD,6,0.10%,1,4,1
BallardSunderlandDEF,4.6,2.70%,0.5,19,1
MasuakuSunderlandDEF,4,0.60%,0.2,1,1
GeertruidaSunderlandDEF,4.5,0.00%,1,2,1
NeilSunderlandMID,4.9,0.00%,0.2,1,1
RiggSunderlandMID,4.9,0.00%,0.5,3,1
SadikiSunderlandMID,5,0.00%,2,11,1
MayendaSunderlandFWD,5.5,1.30%,1.2,13,1
VicarioSpursGKP,5.1,11.80%,5.2,30,1
Pedro PorroSpursDEF,5.6,24.80%,4,22,1
SpenceSpursDEF,4.5,2.50%,3.2,19,1
UdogieSpursDEF,4.4,0.50%,0.8,3,1
Van de VenSpursDEF,4.7,33.10%,5.5,28,1
JohnsonSpursMID,7.1,7.30%,3,20,1
GraySpursMID,4.9,0.10%,0.2,4,1
XaviSpursMID,7.1,3.70%,3.5,7,1
AreolaWest HamGKP,4.4,2.50%,0.3,1,1
Walker-PetersWest HamDEF,4.4,0.40%,2.7,9,1
L.PaquetáWest HamMID,5.9,3.80%,4.3,24,1
L.GuilhermeWest HamMID,4.9,0.00%,0.7,2,1
S.MagassaWest HamMID,5,0.00%,1,2,1
FüllkrugWest HamFWD,5.7,1.20%,1,6,1
WilsonWest HamFWD,5.9,0.50%,3,11,1
José SáWolvesGKP,4.5,1.60%,1.2,5,1
H.BuenoWolvesDEF,4.4,0.10%,1.5,7,1
MosqueraWolvesDEF,4.4,0.10%,0.8,3,1
TotiWolvesDEF,4.4,0.10%,1,4,1
TchatchouaWolvesDEF,4.5,0.00%,1,4,1
AndréWolvesMID,5.4,0.10%,1.2,9,1
BellegardeWolvesMID,5.4,0.10%,1,6,1
MunetsiWolvesMID,5.5,0.10%,2,10,1
J.AriasWolvesMID,5.3,0.30%,1.2,6,1
Strand LarsenWolvesFWD,6.4,1.60%,0.8,5,1
