Player,Cost,Sel.%,Form,Pts.,RP
BergeFULMID,4.9,0.1,2.0,44,1
BernardoMCIMID,6.2,0.5,2.4,44,1
MountMUNMID,5.9,0.5,2.0,44,0
MurilloNFODEF,5.2,1.9,2.8,44,3
DioufWHUDEF,4.0,1.3,1.0,44,0
EkdalBURDEF,3.9,0.9,3.6,43,1
DiakitéBOUDEF,4.3,0.3,0.4,43,0
KerkezLIVDEF,5.6,2.9,2.6,43,1
De LigtMUNDEF,4.9,2.1,0.0,43,0
WalkerBURDEF,4.4,1.2,1.6,42,0
EstèveBURDEF,3.9,8.8,0.2,42,0
FlemmingBURFWD,5.3,0.4,0.6,42,0
IroegbunamEVEMID,4.8,0.0,3.6,42,4
PerriLEEGKP,4.5,0.3,3.4,42,2
Mac AllisterLIVMID,6.2,1.3,1.8,42,2
ŠeškoMUNFWD,7.2,3.3,1.8,42,2
Igor JesusNFOFWD,5.8,1.2,2.6,42,2
P.M.SarrTOTMID,4.5,0.8,0.0,42,0
AreolaWHUGKP,4.3,2.2,2.2,42,2
FofanaCHEDEF,4.4,0.5,2.6,41,0
NmechaLEEFWD,5.0,0.5,0.8,41,1
SelsNFOGKP,4.6,5.7,0.2,41,1
NdoyeNFOMID,5.5,0.7,0.2,41,0
H.BuenoWOLDEF,4.3,0.1,3.0,41,11
S.BuenoWOLDEF,4.4,0.1,2.7,41,6
J.AriasWOLMID,4.9,0.2,3.0,41,9
KluivertBOUMID,7.0,0.8,3.2,40,2
AjerBREDEF,4.4,0.2,3.4,40,3
BarryEVEFWD,5.7,0.6,3.4,40,6
BijolLEEDEF,3.9,0.6,4.0,40,4
TanakaLEEMID,4.8,0.3,1.2,40,1
LongstaffLEEMID,4.8,0.2,0.0,40,0
LammensMUNGKP,5.0,2.1,3.0,40,2
PauAVLDEF,4.3,0.3,0.0,39,0
BrooksBOUMID,5.0,0.2,3.2,39,2
EstêvãoCHEMID,6.4,1.9,1.6,39,1
GarnachoCHEMID,6.4,0.5,2.0,39,0
SavonaNFODEF,4.5,0.2,1.8,39,1
XaviTOTMID,6.5,0.9,0.4,39,0
JensenBREMID,4.9,0.1,2.2,38,3
HallNEWDEF,5.3,2.6,3.6,38,6
BrobbeySUNFWD,5.5,0.3,3.0,38,9
MunetsiWOLMID,5.3,0.0,0.0,38,0
LaurentBURMID,4.8,0.0,4.0,37,1
ReinildoSUNDEF,3.8,2.6,2.0,37,0
SadikiSUNMID,4.9,0.0,0.6,37,0
BergvallTOTMID,5.3,0.2,1.2,37,1
KrejčíWOLDEF,4.5,0.1,3.2,37,6
FosterBURFWD,4.9,0.8,0.4,36,0
BradleyLIVDEF,5.0,0.2,3.2,36,8
SoučekWHUMID,5.7,0.2,1.0,36,1
PalmerCHEMID,10.4,12.2,4.4,35,2
JohnsonCRYMID,6.5,2.5,0.8,35,1
BetoEVEFWD,5.0,2.5,2.0,35,5
ChukwuezeFULMID,5.3,0.1,1.2,35,0
Hee ChanWOLMID,5.6,0.1,2.8,35,11
HincapieARSDEF,5.4,1.7,3.6,34,1
C.JonesLIVMID,5.4,0.2,3.0,34,2
YoroMUNDEF,4.2,1.4,1.2,34,2
KilmanWHUDEF,4.2,0.2,1.7,34,1
SummervilleWHUMID,5.5,0.1,1.8,34,2
LermaCRYMID,4.9,0.1,1.0,33,1
MaguireMUNDEF,4.3,0.5,0.0,33,0
AdingraSUNMID,4.9,0.4,3.4,33,2
S.MagassaWHUMID,5.0,0.0,2.5,33,1
TchaounaBURMID,4.9,0.0,0.8,32,1
GrudaBHAMID,5.4,0.1,1.7,32,3
ZirkzeeMUNFWD,5.8,0.5,2.5,32,4
BotmanNEWDEF,4.9,0.3,0.0,32,0
TelTOTMID,6.2,0.1,0.8,32,2
OdobertTOTMID,5.3,0.0,1.6,32,3
MavropanosWHUDEF,4.4,0.1,1.3,32,1
Strand LarsenWOLFWD,6.1,0.9,0.8,32,1
Bruun LarsenBURMID,5.3,0.0,2.0,31,1
A.JimenezBOUDEF,4.5,0.1,2.4,31,1
KingFULMID,4.4,2.3,0.5,31,0
KevinFULMID,5.8,0.1,2.7,31,4
GeertruidaSUNDEF,4.5,0.0,3.2,31,2
BrojaBURFWD,5.2,0.2,4.0,30,2
TrippierNEWDEF,4.9,1.3,0.0,30,0
Walker-PetersWHUDEF,4.2,0.3,1.5,30,3
ToluWOLFWD,5.4,0.1,3.0,30,2
HinshelwoodBHAMID,5.1,0.1,1.5,29,0
AcheampongCHEDEF,3.8,1.3,0.4,29,2
IsakLIVFWD,10.3,3.8,1.4,29,0
MartinelliARSMID,6.8,0.8,1.4,28,5
HenryBREDEF,4.3,0.1,3.6,28,1
TraoréSUNMID,5.5,0.0,0.6,28,0
PottsWHUMID,4.4,0.8,2.0,28,1
TchatchouaWOLDEF,4.4,0.0,1.5,28,5
HickeyBREDEF,4.0,0.5,1.8,27,2
VeltmanBHADEF,4.3,0.2,2.8,27,6
TosinCHEDEF,4.1,0.3,0.0,27,0
RobinsonFULDEF,4.9,0.7,4.0,27,1
J.CuencaFULDEF,4.3,0.1,3.3,27,3
ChiesaLIVMID,6.3,0.3,1.2,27,1
ElangaNEWMID,6.5,2.7,0.4,27,0
MitomaBHAMID,6.1,1.9,1.0,26,3
FrimpongLIVDEF,5.7,5.5,3.8,26,4
SavinhoMCIMID,6.9,0.4,1.4,26,0
UgarteMUNMID,4.7,0.2,2.0,26,4
DansoTOTDEF,4.2,0.1,1.4,26,0
GrayTOTMID,4.8,0.1,3.6,26,3
HillBOUDEF,3.9,0.6,1.4,25,3
BalebaBHAMID,4.6,1.3,0.5,25,0
AlcarazEVEMID,5.2,0.1,1.4,25,0
HeavenMUNDEF,3.9,2.8,3.5,25,4
WoodNFOFWD,7.2,4.8,0.0,25,0
Wan-BissakaWHUDEF,4.2,4.0,0.8,25,0
BellegardeWOLMID,5.2,0.0,1.0,25,0
ManéWOLFWD,4.5,0.4,3.7,25,12
MingsAVLDEF,4.3,0.5,0.0,24,0
DevennyCRYMID,4.3,1.5,2.0,24,1
GomezLIVDEF,4.9,0.1,1.0,24,1
WhiteARSDEF,5.1,0.6,0.4,23,0
GuessandAVLMID,6.2,0.0,0.2,23,0
GittensCHEMID,6.0,0.1,0.6,23,0
HughesCRYMID,4.7,0.1,1.0,23,2
NketiahCRYFWD,5.4,0.5,2.2,23,0
RobertsonLIVDEF,5.8,1.0,1.6,23,0
TodiboWHUDEF,4.3,0.1,1.0,23,0
HannibalBURMID,4.7,0.1,0.0,22,0
AkéMCIDEF,5.3,0.6,2.0,22,1
MayendaSUNFWD,5.2,0.5,1.0,22,2
AdliBOUMID,5.4,0.0,0.6,21,0
McNeilEVEMID,5.5,0.2,2.8,21,1
GruevLEEMID,4.7,0.0,1.8,21,2
MartinezMUNDEF,4.8,0.5,3.2,21,4
Kolo MuaniTOTFWD,6.9,0.3,1.8,21,2
JohnstoneWOLGKP,4.4,0.1,0.0,21,0
BogardeAVLDEF,4.0,0.5,0.0,20,0
SmithBOUDEF,4.4,0.2,0.6,20,0
MoratoNFODEF,4.3,0.1,0.0,20,0
AgbadouWOLDEF,4.2,0.1,0.3,20,0
TotiWOLDEF,4.2,0.1,0.8,20,0
Møller WolfeWOLDEF,4.3,0.1,1.3,20,1
MaduekeARSMID,6.8,0.7,0.6,19,2
CookBOUMID,4.9,0.0,2.4,19,4
MilnerBHAMID,4.9,0.1,0.7,19,1
CastagneFULDEF,4.3,0.1,0.7,19,1
CairneyFULMID,4.8,0.0,1.8,19,2
MamardashviliLIVGKP,4.2,0.6,0.0,19,0
TuanzebeBURDEF,3.9,1.0,0.2,18,0
ChristieBOUMID,4.9,0.1,0.2,18,0
KostoulasBHAFWD,4.8,0.3,1.5,18,5
GnontoLEEMID,5.2,0.1,1.4,18,1
JustinLEEDEF,3.9,0.2,2.4,18,4
LewisMCIDEF,4.7,1.3,0.4,18,0
RodrigoMCIMID,6.3,0.4,1.2,18,5
BobbMCIMID,5.1,0.2,0.0,18,0
OsulaNEWFWD,5.4,0.2,0.0,18,0
José SáWOLGKP,4.2,1.0,2.2,18,6
MosqueraARSDEF,5.3,0.1,0.0,17,0
MaatsenAVLDEF,4.2,0.5,1.4,17,2
MilosavljevićBOUDEF,4.4,0.0,0.0,17,0
Andrey SantosCHEMID,4.5,0.3,0.6,17,1
CanvotCRYDEF,4.5,0.0,0.7,17,2
MunizFULFWD,5.3,0.7,0.0,17,0
MazraouiMUNDEF,4.9,0.2,0.3,17,0
EdwardsBURMID,4.7,0.1,2.2,16,1
TzimasBHAFWD,5.2,0.1,0.0,16,0
AdamaFULMID,5.1,0.1,0.8,16,1
MarmoushMCIMID,8.3,2.3,0.2,16,0
BarkleyAVLMID,4.8,0.0,0.0,15,0
DiblingEVEMID,5.3,0.0,2.0,15,1
DominguezNFOMID,5.0,0.0,1.4,15,4
YatesNFOMID,4.7,0.1,0.0,15,0
MosqueraWOLDEF,4.3,0.1,2.0,15,6
LindelöfAVLDEF,4.5,0.1,2.0,14,2
DelapCHEFWD,6.2,0.9,0.4,14,0
ClyneCRYDEF,3.8,0.7,2.2,14,1
WillockNEWMID,5.0,0.1,0.8,14,1
RiggSUNMID,4.7,0.0,1.2,14,1
CarvalhoBREMID,4.7,0.1,0.0,13,0
UcheCRYFWD,5.5,0.0,1.5,13,1
JamesLEEMID,5.2,0.1,0.0,13,0
KhusanovMCIDEF,5.4,0.3,0.4,13,1
J.RamseyNEWMID,5.3,0.2,1.2,13,1
DiarraSUNMID,5.3,0.0,0.2,13,0
UdogieTOTDEF,4.3,0.3,0.0,13,0
R.GomesWOLDEF,4.4,0.1,0.0,13,0
HumphreysBURDEF,3.9,0.1,2.4,12,2
SonneBURDEF,3.8,0.3,1.8,12,1
Enes ÜnalBOUFWD,5.4,0.0,0.6,12,1
OnyekaBREMID,4.8,0.0,0.0,12,0
O'RileyBHAMID,5.5,0.3,0.0,12,0
Marc GuiuCHEFWD,4.3,7.0,0.0,12,0
RöhlEVEMID,5.0,0.0,1.6,12,1
HarrisonLEEMID,5.1,0.1,0.2,12,0
Aït-NouriMCIDEF,5.7,3.8,0.2,12,0
StonesMCIDEF,5.4,0.6,0.0,12,0
FüllkrugWHUFWD,5.6,0.6,0.0,12,0
Fer LópezWOLMID,5.2,0.0,0.8,12,0
Lewis-SkellyARSDEF,5.1,1.5,0.6,11,0
SanchoAVLMID,5.8,0.2,0.8,11,1
PiroeLEEFWD,4.9,0.4,0.4,11,1
NgumohaLIVMID,4.3,0.7,0.2,11,0
TraffordMCIGKP,4.5,1.0,0.0,11,0
BayindirMUNGKP,4.8,0.3,0.0,11,0
MainooMUNMID,4.6,0.4,0.3,11,0
WissaNEWFWD,7.3,1.0,2.0,11,2
RamsdaleNEWGKP,4.8,0.8,1.2,11,0
Douglas LuizNFOMID,4.9,0.0,0.8,11,1
JohnNFOGKP,4.0,0.5,2.2,11,1
BakwaNFOMID,5.9,0.0,1.2,11,4
Ward-ProwseWHUMID,5.6,0.2,0.0,11,0
DohertyWOLDEF,4.4,0.1,1.5,11,0
CoppolaBHADEF,4.2,0.1,1.2,10,0
ReedFULMID,4.3,0.3,1.5,10,8
DarlowLEEGKP,3.9,2.0,0.0,10,0
BornauwLEEDEF,3.8,0.1,1.6,10,2
CirkinSUNDEF,4.0,0.0,2.0,10,0
DaviesTOTDEF,4.3,0.1,2.0,10,9
HoeverWOLDEF,3.8,1.3,0.7,10,0
M.BizotAVLGKP,4.2,0.4,0.2,9,0
BoscagliBHADEF,4.2,0.1,1.5,9,0
PattersonEVEDEF,4.4,0.0,1.8,9,0
KalimuendoNFOFWD,6.0,0.1,0.4,9,1
IrvingWHUMID,4.3,0.3,0.0,9,0
HermansenWHUGKP,4.2,0.2,0.0,9,0
NwaneriARSMID,5.0,0.1,0.0,8,0
G.JesusARSFWD,6.4,0.3,1.6,8,1
Lucas PiresBURDEF,3.8,0.2,2.0,8,1
ScarlesWHUDEF,4.3,0.0,1.2,8,1
WorrallBURDEF,3.8,0.2,0.4,7,0
Gannon-DoakBOUMID,4.8,0.0,0.0,7,0
DiopFULDEF,4.3,0.1,0.5,7,1
EndoLIVMID,4.9,0.1,0.0,7,0
ZinchenkoNFODEF,4.9,0.2,0.4,7,0
AinaNFODEF,4.7,1.9,0.2,7,1
AwoniyiNFOFWD,5.2,0.3,0.6,7,0
G.RodriguezWHUMID,4.8,0.0,0.7,7,0
McAteeNFOMID,5.0,0.1,0.2,6,0
MundleSUNMID,4.9,0.0,1.0,6,1
IgorWHUDEF,4.5,0.1,0.0,6,0
DowmanARSMID,4.3,0.3,0.0,5,0
NelsonBREMID,4.8,0.1,0.4,5,0
WatsonBHAMID,4.8,0.0,0.5,5,1
L.GuilhermeWHUMID,4.9,0.0,0.0,5,0
ElliottAVLMID,5.1,0.2,0.0,4,0
TrésorBURMID,4.4,0.1,0.8,4,0
H.TraorèBOUMID,4.5,0.3,0.0,4,0
PinnockBREDEF,4.2,0.1,0.0,4,0
GeorgeCHEMID,4.8,0.1,0.0,4,0
LaviaCHEMID,4.9,0.0,0.0,4,0
HatoCHEDEF,4.6,0.2,0.2,4,1
EsseCRYMID,4.7,0.1,0.5,4,1
Kusi-AsareFULFWD,4.5,0.1,0.3,4,1
MayersWHUDEF,4.0,0.0,0.7,4,1
NørgaardARSMID,5.1,0.1,0.2,3,0
SolerBOUDEF,4.0,0.2,0.2,3,0
JörgensenCHEGKP,4.3,0.2,0.4,3,2
B.BadiashileCHEDEF,4.4,0.0,0.6,3,2
SosaCRYDEF,4.8,0.1,0.3,3,0
ColemanEVEDEF,4.2,0.1,0.0,3,0
J.FletcherMUNMID,4.3,0.1,0.5,3,0
Jair CunhaNFODEF,4.3,0.1,0.0,3,0
N.AguerdWHUDEF,4.4,0.0,0.0,3,0
Mohamadou KantéWHUMID,4.5,0.0,0.3,3,0
BarnesBURFWD,4.2,1.3,0.2,2,0
Drakes-ThomasCRYMID,4.5,0.0,0.5,2,1
ArmstrongEVEMID,4.5,0.0,0.2,2,1
NyoniLIVMID,4.3,0.4,0.4,2,0
SeeltSUNDEF,4.0,0.1,0.0,2,0
NeilSUNMID,4.8,0.0,0.0,2,0
SolankeTOTFWD,7.2,0.9,0.0,2,0
MarshallWHUFWD,4.3,0.6,0.0,2,0
ChirewaWOLMID,4.3,0.2,0.2,2,1
HavertzARSFWD,7.3,0.3,0.0,1,0
A.GarcíaAVLDEF,3.9,0.2,0.2,1,1
Jimoh-AlobaAVLMID,4.5,0.1,0.2,1,0
BurrowesAVLMID,4.4,0.1,0.0,1,0
George HemmingsAVLMID,4.5,0.0,0.2,1,0
BanelBURMID,4.5,0.0,0.2,1,1
WinterburnBOUMID,4.5,0.0,0.0,1,0
MilamboBREMID,5.2,0.0,0.0,1,0
Peart-HarrisBREMID,4.4,0.0,0.2,1,1
KnightBHAMID,4.4,0.1,0.0,1,0
OriolaBHAMID,4.5,0.0,0.0,1,0
GroßBHAMID,5.5,0.0,1.0,1,1
BuonanotteCHEMID,4.6,0.1,0.0,1,0
RodneyCRYMID,4.4,0.0,0.2,1,1
ÉdouardCRYFWD,5.0,0.2,0.0,1,0
ByramLEEDEF,3.8,0.2,0.0,1,0
KovačićMCIMID,5.9,0.0,0.0,1,0
MukasaMCIMID,4.4,0.0,0.2,1,0
FredricsonMUNDEF,3.8,0.1,0.2,1,0
MalaciaMUNDEF,3.8,0.4,0.2,1,0
LaceyMUNMID,4.5,0.0,0.2,1,0
Bendito MantatoMUNMID,4.5,0.0,0.2,1,0
LascellesNEWDEF,4.3,0.1,0.0,1,0
AbbottNFODEF,3.8,0.3,0.0,1,0
JotaNFOMID,5.4,0.0,0.0,1,0
RobertsSUNMID,5.4,0.0,0.0,1,0
MasuakuSUNDEF,3.9,0.6,0.0,1,0
DragusinTOTDEF,4.5,0.0,0.2,1,0
ScarlettTOTFWD,4.3,0.6,0.2,1,1
EarthyWHUMID,4.5,0.0,0.2,1,0
KalajdžićWOLFWD,4.9,0.0,0.0,1,0
ArrizabalagaARSGKP,4.1,0.4,0.0,0,0
HeinARSGKP,4.0,0.2,0.0,0,0
SetfordARSGKP,3.9,0.3,0.0,0,0
KiwiorARSDEF,5.4,0.0,0.0,0,0
ClarkeARSDEF,3.8,0.5,0.0,0,0
KacurriARSDEF,3.9,0.1,0.0,0,0
NicholsARSDEF,3.8,0.2,0.0,0,0
Fábio VieiraARSMID,5.4,0.0,0.0,0,0
KabiaARSMID,4.5,0.1,0.0,0,0
SambiARSMID,4.5,0.1,0.0,0,0
Harriman-AnnousARSMID,4.5,0.0,0.0,0,0
SalmonARSDEF,4.0,0.0,0.0,0,0
GauciAVLGKP,4.0,0.1,0.0,0,0
MarschallAVLGKP,4.0,0.0,0.0,0,0
Alex MorenoAVLDEF,4.0,1.7,0.0,0,0
SousaAVLDEF,3.9,0.3,0.0,0,0
YasinAVLDEF,4.0,0.1,0.0,0,0
BaileyAVLMID,5.5,0.1,0.0,0,0
Iling JrAVLMID,5.5,0.0,0.0,0,0
BarrenecheaAVLMID,5.0,0.0,0.0,0,0
DobbinAVLMID,5.0,0.0,0.0,0,0
BroggioAVLMID,4.5,0.3,0.0,0,0
DendonckerAVLMID,4.5,0.1,0.0,0,0
YoungAVLMID,4.3,0.6,0.0,0,0
RedmondAVLFWD,4.5,0.3,0.0,0,0
WrightAVLGKP,3.9,0.6,0.0,0,0
RoweAVLDEF,4.0,0.1,0.0,0,0
ProctorAVLGKP,3.9,0.6,0.0,0,0
PattersonAVLDEF,3.9,0.2,0.0,0,0
HollingsheadAVLGKP,4.0,0.0,0.0,0,0
Leon RouthAVLDEF,4.0,0.0,0.0,0,0
CarrollAVLDEF,4.0,0.0,0.0,0,0
WeissBURGKP,4.3,0.1,0.0,0,0
GreenBURGKP,4.0,0.2,0.0,0,0
HladkýBURGKP,3.9,0.2,0.0,0,0
RobertsBURDEF,4.4,0.0,0.0,0,0
DelcroixBURDEF,3.8,0.3,0.0,0,0
