Player,Cost,Sel.%,Form,Pts.,RP
SummervilleWest HamMID,5.5,0.10%,2.2,23,5
TielemansAston VillaMID,5.9,0.60%,1,12,4
HannibalBurnleyMID,4.8,0.10%,2.2,21,4
FlorentinoBurnleyMID,5,0.10%,4,28,4
KayodeBrentfordDEF,4.5,0.40%,3.8,34,4
O.DangoBrentfordMID,6,0.50%,5,39,4
YarmoliukBrentfordMID,5,0.10%,2.5,33,4
EstêvãoChelseaMID,6.5,2.50%,2.2,29,4
SessegnonFulhamMID,5.4,0.60%,6,47,4
StachLeedsMID,4.9,2.10%,1.8,40,4
HaalandMan CityFWD,14.8,70.50%,8,102,4
Bruno G.NewcastleMID,6.6,3.70%,5,50,4
TonaliNewcastleMID,5.4,1.30%,2.2,32,4
MilenkovićNott'm ForestDEF,5.2,3.80%,1.8,19,4
MukieleSunderlandDEF,4.2,5.70%,6,51,4
SadikiSunderlandMID,5,0.10%,3,26,4
UdogieSpursDEF,4.4,0.40%,1.2,12,4
L.PaquetáWest HamMID,5.9,2.70%,4,45,4
PottsWest HamMID,4.4,0.60%,1.8,10,4
McGinnAston VillaMID,5.4,0.60%,2.2,30,3
EstèveBurnleyDEF,4,12.00%,3.2,28,3
TuanzebeBurnleyDEF,3.9,1.80%,3.8,16,3
MintehBrightonMID,6,4.70%,4.8,50,3
AyariBrightonMID,4.9,0.30%,2.2,29,3
GomezBrightonMID,4.9,0.20%,5.2,28,3
WiefferBrightonMID,4.9,0.30%,6,36,3
EnzoChelseaMID,6.7,14.60%,1.8,48,3
SarrCrystal PalaceMID,6.7,12.90%,2.5,46,3
KamadaCrystal PalaceMID,5,0.20%,3,32,3
WhartonCrystal PalaceMID,5,0.40%,1.8,26,3
NdiayeEvertonMID,6.6,11.90%,4.5,55,3
GarnerEvertonMID,5,0.80%,2.2,42,3
GrealishEvertonMID,6.8,16.60%,1.5,43,3
AndersenFulhamDEF,4.5,2.80%,2.5,39,3
TeteFulhamDEF,4.5,0.20%,2.8,26,3
FodenMan CityMID,8,4.40%,2.8,31,3
CunhaMan UtdMID,7.9,4.40%,4.2,26,3
PopeNewcastleGKP,5.2,11.90%,2.8,52,3
BotmanNewcastleDEF,4.9,0.60%,1.2,31,3
ThiawNewcastleDEF,4.9,0.50%,1.8,26,3
XhakaSunderlandMID,5.1,5.90%,5,52,3
J.PalhinhaSpursMID,5.5,1.80%,5.2,51,3
Wan-BissakaWest HamDEF,4.3,5.70%,3,14,3
TchatchouaWolvesDEF,4.5,0.00%,1.2,14,3
RiceArsenalMID,6.8,20.20%,6.2,65,2
EzeArsenalMID,7.6,13.70%,4.8,41,2
RogersAston VillaMID,6.8,4.90%,3.2,35,2
KamaraAston VillaMID,4.9,0.20%,2,23,2
WatkinsAston VillaFWD,8.5,6.50%,1.8,27,2
DúbravkaBurnleyGKP,4,34.40%,3.8,35,2
AnthonyBurnleyMID,5.7,5.60%,2,49,2
TchaounaBurnleyMID,4.9,0.00%,2.2,22,2
SenesiBournemouthDEF,5,25.90%,3,58,2
MilosavljevićBournemouthDEF,4.5,0.00%,2,13,2
KluivertBournemouthMID,7,1.00%,1.5,18,2
TavernierBournemouthMID,5.5,1.70%,5,47,2
AdamsBournemouthMID,5,0.50%,4.8,37,2
ScottBournemouthMID,5,0.30%,3,36,2
EvanilsonBournemouthFWD,7,1.40%,0.8,25,2
KelleherBrentfordGKP,4.5,7.80%,2.8,32,2
CollinsBrentfordDEF,4.9,1.10%,3.5,32,2
Van den BergBrentfordDEF,4.5,0.60%,3.5,34,2
HickeyBrentfordDEF,4,0.30%,0.5,8,2
DamsgaardBrentfordMID,5.8,0.60%,3.5,33,2
HendersonBrentfordMID,5,0.40%,1.8,29,2
GeorginioBrightonMID,5.7,0.40%,3.5,30,2
BalebaBrightonMID,4.7,2.00%,2,16,2
WelbeckBrightonFWD,6.5,9.00%,6.8,45,2
CaicedoChelseaMID,6,23.00%,3.8,60,2
DelapChelseaFWD,6.2,1.00%,0.5,6,2
LermaCrystal PalaceMID,4.9,0.10%,3.2,21,2
MatetaCrystal PalaceFWD,8,28.60%,7.5,50,2
BarryEvertonFWD,5.7,0.30%,1,12,2
LenoFulhamGKP,5,1.60%,3.5,34,2
BasseyFulhamDEF,4.5,0.60%,2.5,28,2
IwobiFulhamMID,6.5,1.50%,2.5,40,2
BergeFulhamMID,4.9,0.10%,2.8,27,2
KevinFulhamMID,5.9,0.10%,1.8,10,2
PerriLeedsGKP,4.5,0.20%,1.2,17,2
AmpaduLeedsMID,4.9,0.10%,2.2,24,2
OkaforLeedsMID,5.5,0.20%,2,29,2
M.SalahLiverpoolMID,14.2,24.20%,5,54,2
WirtzLiverpoolMID,8,7.20%,1.5,19,2
GravenberchLiverpoolMID,5.6,4.60%,3.8,52,2
J.RamseyNewcastleMID,5.3,0.20%,0.8,5,2
J.MurphyNewcastleMID,6.1,1.20%,4.8,36,2
SelsNott'm ForestGKP,4.8,8.10%,2,23,2
N.WilliamsNott'm ForestDEF,4.7,3.40%,1.2,20,2
SavonaNott'm ForestDEF,4.5,0.00%,2.8,12,2
RoefsSunderlandGKP,4.7,7.20%,3.8,56,2
E.Le FéeSunderlandMID,4.9,0.40%,3.5,34,2
TraoréSunderlandMID,5.5,0.00%,3,13,2
IsidorSunderlandFWD,5.6,3.50%,3.2,41,2
Pedro PorroSpursDEF,5.5,17.50%,4,46,2
P.M.SarrSpursMID,4.9,1.60%,3.2,37,2
XaviSpursMID,6.7,1.40%,2.5,20,2
AreolaWest HamGKP,4.3,2.10%,2.2,15,2
BowenWest HamFWD,7.7,7.60%,2.8,46,2
JohnstoneWolvesGKP,4.5,0.10%,1.8,15,2
Hee ChanWolvesMID,5.8,0.10%,0.8,16,2
BellegardeWolvesMID,5.2,0.00%,1.2,13,2
GomesWolvesMID,5.3,0.10%,1.5,24,2
Strand LarsenWolvesFWD,6.3,1.20%,3,21,2
RayaArsenalGKP,5.9,32.30%,4.8,53,1
GabrielArsenalDEF,6.6,43.50%,8.5,81,1
SalibaArsenalDEF,6,11.60%,3.5,39,1
CalafioriArsenalDEF,5.8,16.10%,4.8,61,1
J.TimberArsenalDEF,6.1,25.60%,4.8,67,1
MosqueraArsenalDEF,5.4,0.20%,0.5,14,1
BogardeAston VillaDEF,4,0.60%,0.2,16,1
SanchoAston VillaMID,5.8,0.20%,0.8,4,1
GuessandAston VillaMID,6.2,0.00%,1.2,14,1
HartmanBurnleyDEF,4,1.00%,3.8,36,1
Lucas PiresBurnleyDEF,3.9,0.20%,0.2,1,1
Bruun LarsenBurnleyMID,5.3,0.00%,1.2,16,1
EdwardsBurnleyMID,4.7,0.10%,0.5,3,1
BrojaBurnleyFWD,5.2,0.10%,0.5,5,1
PetrovićBournemouthGKP,4.5,5.70%,3.2,40,1
SmithBournemouthDEF,4.4,0.20%,0.2,9,1
BrooksBournemouthMID,5,0.20%,0.8,21,1
ChristieBournemouthMID,5,0.10%,2,16,1
CookBournemouthMID,4.9,0.00%,1,5,1
AdliBournemouthMID,5.4,0.00%,0.8,8,1
Kroupi.JrBournemouthFWD,4.6,4.70%,5.2,30,1
HenryBrentfordDEF,4.3,0.10%,0.5,6,1
NelsonBrentfordMID,4.8,0.10%,0.5,2,1
JaneltBrentfordMID,4.9,0.00%,1.8,10,1
JensenBrentfordMID,4.9,0.10%,2.2,21,1
De CuyperBrightonDEF,4.3,1.90%,0.5,16,1
TzimasBrightonFWD,5.3,0.10%,1,10,1
KostoulasBrightonFWD,4.8,0.30%,2,8,1
JamesChelseaDEF,5.6,8.60%,6.8,46,1
GittensChelseaMID,6.1,0.10%,1,9,1
Andrey SantosChelseaMID,4.5,0.30%,0.5,7,1
Marc GuiuChelseaFWD,4.2,7.00%,1,7,1
HughesCrystal PalaceMID,4.8,0.10%,0.8,14,1
YeremyCrystal PalaceMID,5.8,0.10%,1.5,15,1
O'BrienEvertonDEF,4.9,0.40%,1.2,28,1
RöhlEvertonMID,5,0.00%,0.8,4,1
BetoEvertonFWD,5.2,3.20%,1.5,21,1
Smith RoweFulhamMID,5.6,0.40%,1,16,1
AdamaFulhamMID,5.2,0.20%,1.2,11,1
WilsonFulhamMID,5.2,0.40%,3.2,34,1
KingFulhamMID,4.5,4.00%,1.8,19,1
ChukwuezeFulhamMID,5.3,0.00%,0.5,7,1
RaúlFulhamFWD,6.2,0.90%,3.2,25,1
MunizFulhamFWD,5.4,1.00%,0.5,17,1
BogleLeedsDEF,4.5,0.20%,1.2,28,1
StruijkLeedsDEF,4.4,0.30%,0.2,25,1
BijolLeedsDEF,3.9,0.10%,1.5,6,1
GudmundssonLeedsDEF,4,4.60%,1,27,1
RodonLeedsDEF,4.1,6.40%,4,46,1
HarrisonLeedsMID,5.2,0.10%,1.2,11,1
JamesLeedsMID,5.3,0.10%,1,11,1
LongstaffLeedsMID,4.9,1.10%,2.5,38,1
PiroeLeedsFWD,5,0.40%,0.5,6,1
Calvert-LewinLeedsFWD,5.5,1.00%,1.8,25,1
KerkezLiverpoolDEF,5.7,3.30%,2,21,1
VirgilLiverpoolDEF,5.9,23.00%,3,41,1
KonatéLiverpoolDEF,5.4,2.70%,3.8,39,1
GomezLiverpoolDEF,4.9,0.10%,0.5,4,1
GakpoLiverpoolMID,7.6,13.20%,3.2,46,1
ChiesaLiverpoolMID,6.4,0.30%,1.5,20,1
Mac AllisterLiverpoolMID,6.3,1.20%,2.5,25,1
SzoboszlaiLiverpoolMID,6.6,4.90%,4.2,44,1
EkitikéLiverpoolFWD,8.6,15.60%,1.5,39,1
MarmoushMan CityMID,8.3,2.60%,0.8,12,1
SavinhoMan CityMID,6.9,0.50%,2.2,16,1
CherkiMan CityMID,6.3,3.20%,3.2,20,1
LammensMan UtdGKP,5,1.40%,1.8,16,1
MazraouiMan UtdDEF,4.9,0.20%,0.2,10,1
ShawMan UtdDEF,4.5,0.50%,3.2,28,1
MountMan UtdMID,5.9,0.30%,1,22,1
UgarteMan UtdMID,4.8,0.10%,0.8,13,1
ŠeškoMan UtdFWD,7.3,4.80%,2,31,1
ElangaNewcastleMID,6.7,3.40%,1,16,1
JoelintonNewcastleMID,5.9,0.30%,2,21,1
WillockNewcastleMID,5,0.10%,0.2,5,1
L.MileyNewcastleMID,4.4,2.10%,1.8,14,1
MurilloNott'm ForestDEF,5.3,1.90%,1.5,13,1
MoratoNott'm ForestDEF,4.4,0.10%,0.2,8,1
DominguezNott'm ForestMID,5,0.00%,0.5,2,1
YatesNott'm ForestMID,4.7,0.10%,1.8,11,1
Igor JesusNott'm ForestFWD,5.8,0.70%,2,14,1
AwoniyiNott'm ForestFWD,5.2,0.40%,1,4,1
HumeSunderlandDEF,4.5,0.40%,3.8,41,1
GeertruidaSunderlandDEF,4.5,0.00%,1.5,10,1
AdingraSunderlandMID,5.1,0.50%,0.2,14,1
TalbiSunderlandMID,5,0.30%,3.5,34,1
MayendaSunderlandFWD,5.4,0.70%,0.5,16,1
VicarioSpursGKP,5,9.80%,3,47,1
RomeroSpursDEF,5,4.00%,0.5,34,1
SpenceSpursDEF,4.5,1.60%,2.5,31,1
Van de VenSpursDEF,4.8,33.40%,6.5,58,1
JohnsonSpursMID,6.7,3.00%,1.5,28,1
BentancurSpursMID,5.3,0.40%,5.2,35,1
Kolo MuaniSpursFWD,6.9,0.30%,1.5,6,1
IgorWest HamDEF,4.5,0.10%,0.5,3,1
DioufWest HamDEF,4.3,3.10%,1.2,31,1
KilmanWest HamDEF,4.3,0.20%,1.8,20,1
TodiboWest HamDEF,4.3,0.10%,1.5,7,1
M.FernandesWest HamMID,5.5,0.10%,3.8,28,1
S.MagassaWest HamMID,5,0.00%,0.5,6,1
H.BuenoWolvesDEF,4.4,0.10%,1,21,1
S.BuenoWolvesDEF,4.4,0.10%,2,25,1
TotiWolvesDEF,4.3,0.10%,0.2,6,1
KrejčíWolvesDEF,4.5,0.10%,1.2,17,1
AndréWolvesMID,5.3,0.10%,2,25,1
ManéWolvesFWD,4.5,0.00%,1,1,1
