Player,Cost,Sel.%,Form,Pts.,RP
UgochukwuBURMID,5.0,0.1,1.5,84,2
MykolenkoEVEDEF,4.9,0.6,3.4,84,7
BuendíaAVLMID,5.3,0.4,1.8,83,1
McGinnAVLMID,5.3,0.5,3.0,83,10
BarnesNEWMID,6.1,1.2,1.8,83,2
MurilloNFODEF,5.2,2.1,4.2,83,8
Pedro PorroTOTDEF,5.1,9.4,1.0,83,1
HillBOUDEF,4.2,7.7,4.2,82,-1
DunkBHADEF,4.5,1.0,3.2,82,1
PopeNEWGKP,5.1,4.4,0.2,82,0
DioufWHUDEF,4.1,2.4,3.0,82,1
TeteFULDEF,4.5,0.4,2.5,81,0
BernardoMCIMID,6.2,0.6,4.7,81,0
Hudson-OdoiNFOMID,5.7,0.7,3.2,81,6
Igor JesusNFOFWD,5.8,1.2,5.0,81,8
YarmoliukBREMID,5.0,0.1,1.5,80,3
SessegnonFULMID,5.4,0.2,1.8,80,1
BergeFULMID,4.9,0.1,3.2,80,5
Kroupi.JrBOUFWD,4.7,6.1,2.5,79,5
GrealishEVEMID,6.3,5.8,0.0,79,0
KerkezLIVDEF,5.6,3.1,3.5,79,7
SoučekWHUMID,5.7,0.3,4.0,79,2
BurnNEWDEF,5.0,3.5,1.5,78,3
BasseyFULDEF,4.4,0.8,3.2,77,2
GvardiolMCIDEF,5.9,3.3,0.0,77,0
ShawMUNDEF,4.5,0.8,3.0,77,3
SelsNFOGKP,4.6,4.8,4.0,77,7
MavropanosWHUDEF,4.4,0.2,4.5,77,3
AndréWOLMID,5.2,0.1,6.3,77,0
BarryEVEFWD,5.7,0.9,2.2,76,1
BetoEVEFWD,5.0,2.6,6.0,76,16
BogleLEEDEF,4.4,0.2,2.5,76,5
LammensMUNGKP,5.0,2.8,3.4,76,2
HendersonBREMID,5.0,0.3,2.8,75,5
SangaréNFOMID,4.9,0.1,2.5,75,4
TalbiSUNMID,4.9,0.2,3.0,75,8
KudusTOTMID,6.4,9.3,0.0,75,0
HincapieARSDEF,5.1,0.9,4.3,74,0
GanaEVEMID,5.4,0.1,3.8,74,8
DokuMCIMID,6.4,2.3,0.7,74,0
DorguMUNDEF,4.1,2.8,0.0,74,0
AmadMUNMID,6.2,1.4,1.4,74,2
H.BuenoWOLDEF,4.3,0.2,2.7,73,0
JensenBREMID,4.9,0.1,3.2,72,5
HallNEWDEF,5.4,4.3,2.2,72,1
BrobbeySUNFWD,5.3,0.6,2.5,72,8
S.BuenoWOLDEF,4.4,0.1,2.7,72,0
OnanaAVLMID,4.8,0.7,2.8,71,5
FlemmingBURFWD,5.3,0.4,3.8,71,7
WiefferBHAMID,4.9,0.1,2.8,71,1
TonaliNEWMID,5.3,1.1,2.0,71,0
CullenBURMID,4.9,0.8,0.0,70,0
AjerBREDEF,4.4,0.3,1.8,70,0
JaneltBREMID,4.9,0.1,0.0,70,0
GeorginioBHAMID,5.6,0.3,1.2,70,1
EstèveBURDEF,3.9,7.7,2.5,69,3
L.PaquetáWHUMID,5.9,1.1,0.0,69,0
OkaforLEEMID,5.5,0.1,0.2,68,1
MerinoARSMID,5.4,0.8,0.0,66,0
FlorentinoBURMID,5.0,0.0,0.5,66,0
YeremyCRYMID,5.8,0.2,0.7,66,0
BijolLEEDEF,3.9,0.4,5.0,66,11
NmechaLEEFWD,5.0,0.6,1.2,66,2
JoelintonNEWMID,5.9,0.3,2.5,66,3
Smith RoweFULMID,5.6,0.5,1.0,65,1
BotmanNEWDEF,4.9,0.4,3.0,65,1
J.MurphyNEWMID,5.9,0.6,2.8,65,1
P.M.SarrTOTMID,4.5,1.1,2.0,65,2
XaviTOTMID,6.5,1.2,1.0,65,1
WilsonWHUFWD,5.8,0.5,0.5,65,1
A.JimenezBOUDEF,4.5,0.3,2.8,64,0
HutchinsonNFOMID,5.4,0.1,1.2,64,3
BentancurTOTMID,5.2,0.2,0.0,64,0
AdliBOUMID,5.4,0.4,1.2,63,2
MaguireMUNDEF,4.4,1.7,2.2,63,0
Wan-BissakaWHUDEF,4.1,4.6,2.2,63,0
ØdegaardARSMID,7.8,1.5,0.0,62,0
WalkerBURDEF,4.4,1.1,2.5,62,1
Strand LarsenCRYFWD,6.1,1.9,2.3,62,0
KamaraAVLMID,4.9,0.2,0.0,61,0
De CuyperBHADEF,4.3,1.7,0.5,61,0
JustinLEEDEF,3.9,1.0,4.0,61,6
SadikiSUNMID,4.9,0.1,1.8,61,1
AdamsBOUMID,4.9,0.3,1.2,60,0
IsidorSUNFWD,5.0,1.3,1.2,60,0
SpenceTOTDEF,4.2,0.9,1.2,60,1
GudmundssonLEEDEF,3.8,3.4,0.5,59,0
KrejčíWOLDEF,4.5,0.1,1.3,59,0
ToluWOLFWD,5.3,0.1,3.3,59,0
HinshelwoodBHAMID,5.1,0.1,3.8,58,5
L.MileyNEWMID,4.4,1.9,0.0,58,0
IroegbunamEVEMID,4.8,0.0,1.4,57,1
KingFULMID,4.4,1.7,5.0,57,13
RodrigoMCIMID,6.3,0.5,5.3,57,0
GrayTOTMID,4.8,0.2,3.5,57,2
PauAVLDEF,4.3,0.3,1.8,56,6
EstêvãoCHEMID,6.4,1.7,0.2,56,1
LivramentoNEWDEF,4.9,1.9,1.8,56,1
TelTOTMID,6.2,0.1,1.8,56,2
José SáWOLGKP,4.2,1.2,3.7,56,0
MalenAVLMID,5.1,0.4,0.0,55,0
FosterBURFWD,4.9,0.8,2.2,55,5
FofanaCHEDEF,4.4,0.4,1.8,55,2
N.GonzalezMCIMID,5.9,0.1,0.0,55,0
MaduekeARSMID,6.8,0.9,1.0,54,0
LermaCRYMID,4.9,0.1,1.0,54,0
GruevLEEMID,4.7,0.1,1.5,54,0
C.JonesLIVMID,5.4,0.1,2.0,54,6
AinaNFODEF,4.7,2.4,4.5,54,6
TielemansAVLMID,5.9,0.6,0.2,53,1
HartmanBURDEF,4.0,0.6,1.8,53,1
KamadaCRYMID,5.0,0.1,1.3,53,0
JohnsonCRYMID,6.5,2.3,2.3,53,0
ManéWOLFWD,4.4,1.7,1.7,53,0
HannibalBURMID,4.7,0.2,3.8,52,1
HenryBREDEF,4.3,0.2,1.2,52,0
ChukwuezeFULMID,5.3,0.1,1.2,52,1
MitomaBHAMID,6.1,1.8,0.8,51,1
GarnachoCHEMID,6.4,0.5,2.2,51,0
LukićFULMID,4.9,0.1,0.2,51,0
FrimpongLIVDEF,5.7,5.2,4.2,51,0
SchärNEWDEF,5.2,1.2,0.0,51,0
ReinildoSUNDEF,3.8,2.8,0.0,51,0
DiarraSUNMID,5.3,0.1,4.8,51,5
AreolaWHUGKP,4.3,2.0,0.0,51,0
MosqueraWOLDEF,4.3,0.1,3.7,51,0
TchatchouaWOLDEF,4.4,0.0,4.0,51,0
LaurentBURMID,4.8,0.0,1.0,50,-1
YoroMUNDEF,4.1,1.3,2.6,50,1
TrippierNEWDEF,4.9,1.4,2.2,50,2
NdoyeNFOMID,5.5,0.7,0.8,49,1
BrooksBOUMID,5.0,0.2,0.8,48,1
CanvotCRYDEF,4.5,0.0,5.3,48,0
MartinelliARSMID,6.8,0.9,2.0,47,0
MountMUNMID,5.9,0.3,0.2,47,1
DiakitéBOUDEF,4.2,0.3,0.0,46,0
McNeilEVEMID,5.5,0.2,3.4,46,3
GeertruidaSUNDEF,4.5,0.1,2.5,46,3
OdobertTOTMID,5.3,0.0,0.0,46,0
EdwardsBURMID,4.7,0.1,0.5,45,1
MainooMUNMID,4.6,1.3,2.6,45,2
HermansenWHUGKP,4.2,0.5,3.5,45,2
J.AriasWOLMID,4.9,0.1,0.0,45,0
MingsAVLDEF,4.3,0.7,0.8,44,0
EkdalBURDEF,3.8,0.7,0.0,44,0
TanakaLEEMID,4.8,0.2,0.2,44,1
LongstaffLEEMID,4.8,0.2,0.0,44,0
Aït-NouriMCIDEF,5.7,4.4,5.3,44,0
TodiboWHUDEF,4.3,0.1,3.2,44,0
Hee ChanWOLMID,5.6,0.1,0.0,44,0
GroßBHAMID,5.5,0.1,4.2,43,2
KevinFULMID,5.8,0.1,0.0,43,0
PerriLEEGKP,4.4,0.2,0.0,43,0
De LigtMUNDEF,4.9,1.8,0.0,43,0
ChristieBOUMID,4.9,0.1,4.2,42,9
GuessandCRYMID,6.2,0.1,2.0,42,0
DarlowLEEGKP,3.9,2.6,4.2,42,6
BradleyLIVDEF,4.9,0.1,0.0,42,0
ElangaNEWMID,6.5,2.7,1.5,42,2
Kolo MuaniTOTFWD,6.9,0.4,1.8,42,1
BalebaBHAMID,4.5,1.5,1.0,41,1
MaatsenAVLDEF,4.2,0.6,0.5,40,0
HumphreysBURDEF,3.9,0.1,2.0,40,1
KluivertBOUMID,6.9,0.6,0.0,40,0
RobinsonFULDEF,4.9,0.9,1.8,40,1
MarmoushMCIMID,8.3,2.5,2.0,40,0
BergvallTOTMID,5.2,0.2,0.2,40,1
S.MagassaWHUMID,5.0,0.0,0.8,40,1
TchaounaBURMID,4.9,0.0,0.8,39,1
BrojaBURFWD,5.2,0.2,0.2,39,0
HughesCRYMID,4.7,0.1,0.7,39,0
J.CuencaFULDEF,4.3,0.1,0.2,39,0
MartinezMUNDEF,4.8,0.5,0.0,39,0
J.RamseyNEWMID,5.3,0.2,2.2,39,2
SavonaNFODEF,4.5,0.1,0.0,39,0
MayendaSUNFWD,5.2,0.5,3.0,39,1
BellegardeWOLMID,5.1,0.0,2.7,39,0
SmithBOUDEF,4.4,0.2,2.0,38,0
CookBOUMID,4.9,0.0,0.0,38,0
DelapCHEFWD,6.2,0.9,1.0,38,1
DominguezNFOMID,5.0,0.0,1.0,38,1
DansoTOTDEF,4.2,0.1,2.8,38,3
MunetsiWOLMID,5.3,0.0,0.0,38,0
RobertsonLIVDEF,5.7,1.0,0.8,37,1
ZirkzeeMUNFWD,5.8,0.4,0.4,37,0
Bruun LarsenBURMID,5.3,0.0,0.2,36,0
VeltmanBHADEF,4.3,0.1,1.0,36,1
KilmanWHUDEF,4.1,0.1,0.0,36,0
BarkleyAVLMID,4.8,0.1,4.2,35,3
GrudaBHAMID,5.4,0.0,0.0,35,0
KhusanovMCIDEF,5.4,0.4,1.0,35,0
MoratoNFODEF,4.3,0.1,0.2,35,0
SolankeTOTFWD,7.2,1.1,3.2,35,2
PottsWHUMID,4.4,0.5,0.2,35,1
R.GomesWOLDEF,4.4,0.1,5.0,35,0
BogardeAVLDEF,4.0,0.5,0.2,34,0
MilnerBHAMID,4.9,0.1,1.8,34,2
TosinCHEDEF,4.0,0.3,0.8,34,1
ChiesaLIVMID,6.3,0.3,0.5,34,0
UgarteMUNMID,4.7,0.1,0.6,34,1
AdingraSUNMID,4.9,0.3,0.0,34,0
HickeyBREDEF,4.0,0.4,0.0,33,0
AcheampongCHEDEF,3.7,1.7,0.0,33,0
SanchoAVLMID,5.8,0.2,2.0,32,6
RayanBOUMID,5.6,2.2,2.5,32,2
Andrey SantosCHEMID,4.5,0.3,1.0,32,1
CastagneFULDEF,4.3,0.1,0.8,32,2
BobbFULMID,5.1,0.2,2.8,32,2
Walker-PetersWHUDEF,4.2,0.2,0.0,32,0
OsulaNEWFWD,5.4,0.2,2.2,31,1
TatyWHUFWD,5.5,0.1,3.0,31,1
WhiteARSDEF,5.1,0.5,0.0,30,0
Douglas LuizAVLMID,4.9,0.1,2.5,30,1
KostoulasBHAFWD,4.8,0.3,0.0,30,0
GomezLIVDEF,4.9,0.1,0.8,30,0
TraoréSUNMID,5.5,0.0,0.5,30,0
DevennyCRYMID,4.3,1.2,0.0,29,0
CairneyFULMID,4.8,0.0,1.0,29,0
IsakLIVFWD,10.3,3.5,0.0,29,0
Møller WolfeWOLDEF,4.2,0.1,2.0,29,0
MosqueraARSDEF,5.3,0.1,2.0,28,0
MazraouiMUNDEF,4.9,0.2,1.6,28,0
HeavenMUNDEF,3.7,2.1,0.4,28,1
WillockNEWMID,5.0,0.1,2.0,28,1
TotiWOLDEF,4.2,0.1,2.7,28,0
TuanzebeBURDEF,3.9,0.9,0.0,27,0
AkéMCIDEF,5.2,0.6,0.3,27,0
SavinhoMCIMID,6.9,0.4,0.3,27,0
AlcarazEVEMID,5.2,0.1,0.0,26,0
Ward-ProwseBURMID,5.6,0.2,2.2,25,1
GittensCHEMID,6.0,0.1,0.0,25,0
BranthwaiteEVEDEF,5.3,0.5,3.6,25,1
MunizFULFWD,5.3,0.7,1.2,25,2
WoodNFOFWD,7.1,4.5,0.0,25,0
NketiahCRYFWD,5.4,0.3,0.0,23,0
RamsdaleNEWGKP,4.8,0.8,3.0,23,2
AdamaWHUMID,5.1,0.2,1.0,23,1
AgbadouWOLDEF,4.2,0.1,0.0,23,0
LindelöfAVLDEF,4.5,0.1,0.0,22,0
GnontoLEEMID,5.1,0.1,0.2,22,0
Enes ÜnalBOUFWD,5.4,0.0,0.8,21,0
BoscagliBHADEF,4.2,0.1,0.2,21,0
PattersonEVEDEF,4.4,0.0,0.0,21,0
MamardashviliLIVGKP,4.1,0.6,0.5,21,2
RiggSUNMID,4.7,0.0,1.5,21,3
ScarlesWHUDEF,4.3,0.0,0.0,21,0
DisasiWHUDEF,4.5,0.1,1.8,21,1
JohnstoneWOLGKP,4.4,0.1,0.0,21,0
WorrallBURDEF,3.8,0.2,1.5,20,0
NgumohaLIVMID,4.3,0.8,1.5,20,1
WissaNEWFWD,7.3,0.6,0.5,20,1
YatesNFOMID,4.7,0.1,0.8,20,1
AwoniyiNFOFWD,5.2,0.3,1.8,20,4
GallagherTOTMID,5.1,0.1,0.8,20,1
ArmstrongWOLFWD,5.2,0.1,3.3,20,0
Lucas PiresBURDEF,3.8,0.3,0.5,19,0
MilosavljevićBOUDEF,4.4,0.0,0.0,19,0
ArmstrongEVEMID,4.5,0.1,0.8,19,0
LewisMCIDEF,4.6,1.2,0.0,19,0
DiblingEVEMID,5.3,0.0,0.2,18,0
RöhlEVEMID,5.0,0.0,0.4,18,1
JamesLEEMID,5.2,0.1,0.8,18,1
G.JesusARSFWD,6.4,0.3,0.0,17,0
UcheCRYFWD,5.5,0.1,0.3,17,0
BornauwLEEDEF,3.8,0.1,0.0,17,0
TzimasBHAFWD,5.2,0.1,0.0,16,0
EllborgSUNGKP,4.0,0.1,4.0,16,3
AbrahamAVLFWD,6.0,0.2,1.0,15,1
ClyneCRYDEF,3.8,0.5,0.3,15,0
DragusinTOTDEF,4.5,0.0,1.8,15,0
PinnockBREDEF,4.2,0.1,2.5,14,10
O'RileyBHAMID,5.5,0.3,0.2,14,0
Chadi RiadCRYDEF,4.0,0.0,1.0,14,0
PiroeLEEFWD,4.9,0.3,0.5,14,0
BakwaNFOMID,5.9,0.0,0.2,14,0
CirkinSUNDEF,4.0,0.0,0.2,14,0
MundleSUNMID,4.9,0.0,0.0,14,0
UdogieTOTDEF,4.3,0.3,-0.2,14,-1
BaileyAVLMID,5.5,0.1,1.8,13,1
SonneBURDEF,3.8,0.2,0.0,13,0
CarvalhoBREMID,4.6,0.1,0.0,13,0
DiopFULDEF,4.3,0.1,0.8,13,0
ReedFULMID,4.3,0.4,0.2,13,1
BissoumaTOTMID,5.2,0.0,0.5,13,0
Lewis-SkellyARSDEF,5.1,1.4,0.0,12,0
HavertzARSFWD,7.3,0.5,1.3,12,0
OnyekaBREMID,4.8,0.0,0.0,12,0
Marc GuiuCHEFWD,4.1,5.4,0.0,12,0
HatoCHEDEF,4.6,0.2,1.0,12,1
HarrisonLEEMID,5.1,0.0,0.0,12,0
EndoLIVMID,4.9,0.1,0.0,12,0
StonesMCIDEF,5.4,0.6,0.0,12,0
FüllkrugWHUFWD,5.6,0.6,0.0,12,0
PabloWHUFWD,5.4,0.0,1.0,12,2
DohertyWOLDEF,4.4,0.1,0.3,12,0
Fer LópezWOLMID,5.1,0.0,0.0,12,0
DowmanARSMID,4.2,0.6,2.0,11,0
M.BizotAVLGKP,4.2,0.4,0.0,11,0
TraffordMCIGKP,4.5,0.9,0.0,11,0
BayindirMUNGKP,4.7,0.3,0.0,11,0
Ortega MorenoNFOGKP,4.7,0.2,0.0,11,0
JohnNFOGKP,4.0,0.3,0.0,11,0
CoppolaBHADEF,4.2,0.0,0.0,10,0
GeorgeEVEMID,4.8,0.1,0.6,10,0
O'NienSUNDEF,4.0,0.1,2.0,10,2
DaviesTOTDEF,4.3,0.1,0.0,10,0
HoeverWOLDEF,3.8,0.9,0.0,10,0
McAteeNFOMID,5.0,0.1,0.5,9,1
KalimuendoNFOFWD,6.0,0.1,0.0,9,0
AnguloSUNMID,5.0,0.0,1.0,9,0
IrvingWHUMID,4.3,0.2,0.0,9,0
AngelWOLMID,4.7,0.0,0.7,9,0
NwaneriARSMID,5.0,0.1,0.0,8,0
Gannon-DoakBOUMID,4.8,0.0,0.2,8,1
LaviaCHEMID,4.9,0.0,1.0,8,1
LuccaNFOFWD,5.5,0.0,0.0,8,0
G.RodriguezWHUMID,4.8,0.0,0.0,8,0
NelsonBREMID,4.8,0.1,0.2,7,0
B.BadiashileCHEDEF,4.4,0.0,0.0,7,0
BenitezCRYGKP,4.0,0.3,2.3,7,0
ZinchenkoNFODEF,4.9,0.2,0.0,7,0
Mohamadou KantéWHUMID,4.5,0.0,0.8,7,1
NørgaardARSMID,5.1,0.1,0.7,6,0
IgorBHADEF,4.5,0.1,0.0,6,0
JörgensenCHEGKP,4.3,0.2,0.8,6,0
MayersWHUDEF,4.0,0.0,0.2,6,0
EdozieWOLMID,4.3,0.4,0.0,6,0
ElliottAVLMID,5.1,0.2,0.0,5,0
BarnesBURFWD,4.2,1.4,0.8,5,1
WatsonBHAMID,4.8,0.0,0.0,5,0
SosaCRYDEF,4.8,0.1,0.0,5,0
AlleyneMCIDEF,3.9,0.0,0.0,5,0
Jair CunhaNFODEF,4.2,0.1,0.5,5,0
L.GuilhermeWHUMID,4.9,0.0,0.0,5,0
TrésorBURMID,4.3,0.1,0.0,4,0
H.TraorèBOUMID,4.5,0.3,0.0,4,0
DonovanBREMID,4.4,0.1,0.2,4,0
HowellBHAMID,4.5,0.0,0.2,4,0
EsseCRYMID,4.7,0.1,0.0,4,0
Kusi-AsareFULFWD,4.5,0.1,0.0,4,0
NyoniLIVMID,4.3,0.3,0.5,4,0
A.GarcíaAVLDEF,3.9,0.2,0.2,3,0
AlyssonAVLMID,5.0,0.0,0.5,3,0
SolerBOUDEF,4.0,0.2,0.0,3,0
Tóth.ABOUMID,4.9,0.0,0.0,3,0
ColemanEVEDEF,4.2,0.1,0.0,3,0
J.FletcherMUNMID,4.3,0.1,0.0,3,0
NeilSUNMID,4.8,0.0,0.0,3,0
SouzaTOTDEF,4.0,0.0,0.5,3,0
N.AguerdWHUDEF,4.4,0.0,0.0,3,0
Pedro LimaWOLDEF,4.0,0.4,0.0,3,0
George HemmingsAVLMID,4.5,0.0,0.0,2,0
M.SarrCHEDEF,4.5,0.0,0.2,2,0
Drakes-ThomasCRYMID,4.5,0.0,0.0,2,0
BuonanotteLEEMID,4.6,0.1,0.0,2,0
MukasaMCIMID,4.4,0.0,0.0,2,0
MalaciaMUNDEF,3.8,0.4,0.2,2,0
LaceyMUNMID,4.5,0.0,0.0,2,0
AbbottNFODEF,3.8,0.3,0.0,2,0
NetzNFODEF,4.5,0.0,0.2,2,0
SeeltSUNDEF,4.0,0.1,0.0,2,0
ScarlettTOTFWD,4.3,0.5,0.0,2,0
MarshallWHUFWD,4.3,0.5,0.0,2,0
ChirewaWOLMID,4.3,0.2,0.0,2,0
Jimoh-AlobaAVLMID,4.5,0.1,0.0,1,0
BurrowesAVLMID,4.4,0.1,0.0,1,0
BanelBURMID,4.5,0.0,0.0,1,0
WinterburnBOUMID,4.5,0.0,0.0,1,0
ValdimarssonBREGKP,3.9,0.6,0.2,1,0
MilamboBREMID,5.2,0.0,0.0,1,0
Peart-HarrisBREMID,4.4,0.0,0.0,1,0
MarchBHAMID,5.8,0.0,0.2,1,0
KnightBHAMID,4.4,0.1,0.0,1,0
OriolaBHAMID,4.5,0.0,0.0,1,0
RodneyCRYMID,4.4,0.0,0.0,1,0
ÉdouardCRYFWD,5.0,0.2,0.0,1,0
ByramLEEDEF,3.7,0.3,0.0,1,0
KovačićMCIMID,5.8,0.0,0.0,1,0
FredricsonMUNDEF,3.7,0.1,0.0,1,0
Bendito MantatoMUNMID,4.5,0.0,0.0,1,0
FletcherMUNMID,4.4,0.0,0.0,1,0
LascellesNEWDEF,4.3,0.0,0.0,1,0
A.MurphyNEWDEF,3.8,0.7,0.0,1,0
JotaNFOMID,5.4,0.0,0.0,1,0
GunnNFOGKP,4.0,1.1,0.0,1,0
RobertsSUNMID,5.4,0.0,0.0,1,0
MasuakuSUNDEF,3.9,0.5,0.0,1,0
Jocelin.TSUNMID,5.0,0.0,0.0,1,0
OlusesiTOTMID,4.3,0.2,0.2,1,0
ByfieldTOTDEF,4.0,0.0,0.0,1,0
RowswellTOTDEF,4.0,0.0,0.2,1,0
EarthyWHUMID,4.5,0.0,0.0,1,0
