Player,Cost,Sel.%,Form,Pts.,RP
N.GonzalezMan CityMID,5.9,0.10%,2.8,16,5
E.Le FéeSunderlandMID,4.9,0.40%,3,25,5
XhakaSunderlandMID,5,4.60%,5.2,37,5
OnanaAston VillaMID,4.8,0.60%,1.2,11,4
SemenyoBournemouthMID,8,63.20%,8.5,70,4
Lewis-PotterBrentfordDEF,5,0.30%,1.7,20,4
Van HeckeBrightonDEF,4.4,1.00%,6,26,4
GuéhiCrystal PalaceDEF,4.9,31.90%,4.7,50,4
NdiayeEvertonMID,6.5,10.80%,4.3,41,4
J.CuencaFulhamDEF,4.4,0.00%,1.3,7,4
IwobiFulhamMID,6.5,1.50%,2.7,34,4
ChiesaLiverpoolMID,6.4,0.30%,3,18,4
SzoboszlaiLiverpoolMID,6.5,3.70%,3.3,31,4
DalotMan UtdDEF,4.4,0.90%,4.7,20,4
L.MileyNewcastleMID,4.4,2.10%,2,11,4
AndersonNott'm ForestMID,5.4,3.40%,2.7,26,4
TalbiSunderlandMID,5,0.20%,2.5,24,4
AndréWolvesMID,5.4,0.10%,4,21,4
MunetsiWolvesMID,5.4,0.10%,4.3,23,4
RiceArsenalMID,6.6,11.00%,6.5,43,3
ZubimendiArsenalMID,5.5,4.10%,2.5,35,3
EzeArsenalMID,7.6,13.90%,3.8,25,3
CullenBurnleyMID,5,2.40%,4.3,40,3
DiakitéBournemouthDEF,4.5,0.50%,3.2,29,3
AdamsBournemouthMID,5,0.40%,2.5,21,3
O.DangoBrentfordMID,6,0.40%,1.7,22,3
DamsgaardBrentfordMID,5.8,0.60%,2.3,22,3
YarmoliukBrentfordMID,5,0.10%,4,26,3
BalebaBrightonMID,4.8,2.20%,1.7,11,3
GustoChelseaDEF,4.9,1.20%,2.7,18,3
EstêvãoChelseaMID,6.5,2.40%,4.7,23,3
RichardsCrystal PalaceDEF,4.5,3.30%,3.3,36,3
TarkowskiEvertonDEF,5.5,7.20%,3,35,3
GarnerEvertonMID,5,1.00%,3.7,36,3
LenoFulhamGKP,5,1.40%,2,23,3
VirgilLiverpoolDEF,6,26.70%,2,32,3
KonatéLiverpoolDEF,5.4,2.80%,2.3,27,3
FodenMan CityMID,8.1,5.90%,2.5,23,3
LammensMan UtdGKP,5,0.60%,4,12,3
AmadMan UtdMID,6.3,1.20%,2,17,3
MountMan UtdMID,5.9,0.30%,4.7,21,3
RiggSunderlandMID,4.8,0.00%,1.2,7,3
SadikiSunderlandMID,5,0.00%,1.8,17,3
TraoréSunderlandMID,5.5,0.00%,1,4,3
KilmanWest HamDEF,4.4,0.20%,2.3,16,3
GyökeresArsenalFWD,9,23.50%,2,28,2
MartinezAston VillaGKP,5,2.00%,2.2,17,2
CashAston VillaDEF,4.6,5.10%,4,31,2
KonsaAston VillaDEF,4.5,9.60%,2,18,2
PauAston VillaDEF,4.3,0.30%,1.8,10,2
MalenAston VillaMID,5.1,0.80%,4.8,24,2
McGinnAston VillaMID,5.4,0.70%,3.2,23,2
KamaraAston VillaMID,4.9,0.20%,3.5,17,2
GuessandAston VillaMID,6.3,0.00%,2,11,2
AnthonyBurnleyMID,5.7,7.00%,3,43,2
FlemmingBurnleyFWD,5.3,0.10%,1,6,2
PetrovićBournemouthGKP,4.5,5.70%,3.5,29,2
SenesiBournemouthDEF,5,26.40%,5,48,2
KluivertBournemouthMID,7,1.10%,2.8,14,2
ScottBournemouthMID,5,0.30%,2.5,26,2
HendersonBrentfordMID,5,0.40%,3,24,2
VerbruggenBrightonGKP,4.4,4.20%,1.7,13,2
DunkBrightonDEF,4.5,1.10%,1.3,17,2
F.KadıoğluBrightonDEF,4.4,0.10%,2,11,2
MintehBrightonMID,6,3.60%,3,33,2
AyariBrightonMID,4.9,0.30%,2,22,2
João PedroChelseaFWD,7.5,59.00%,2,41,2
SarrCrystal PalaceMID,6.5,8.30%,6.7,38,2
KamadaCrystal PalaceMID,5,0.20%,3.7,22,2
WhartonCrystal PalaceMID,5,0.50%,2.7,21,2
PickfordEvertonGKP,5.5,10.20%,2.3,32,2
Dewsbury-HallEvertonMID,5,3.40%,1,22,2
AlcarazEvertonMID,5.2,0.10%,1,7,2
GanaEvertonMID,5.4,0.10%,2,26,2
BetoEvertonFWD,5.3,3.80%,1.7,17,2
CastagneFulhamDEF,4.4,0.10%,2,9,2
SessegnonFulhamMID,5.4,0.10%,4.3,25,2
WilsonFulhamMID,5.3,0.40%,2,23,2
BergeFulhamMID,4.9,0.10%,2,18,2
CairneyFulhamMID,4.9,0.00%,1.3,6,2
KingFulhamMID,4.5,4.00%,2,14,2
RaúlFulhamFWD,6.2,0.80%,2.7,14,2
AaronsonLeedsMID,5.4,0.10%,3.7,21,2
HarrisonLeedsMID,5.2,0.10%,1.3,8,2
AmpaduLeedsMID,4.9,0.10%,2,17,2
LongstaffLeedsMID,4.9,0.90%,6.3,30,2
StachLeedsMID,5.1,3.30%,2,35,2
Calvert-LewinLeedsFWD,5.5,1.70%,2,20,2
BradleyLiverpoolDEF,5,0.20%,1,5,2
M.SalahLiverpoolMID,14.4,33.30%,2,36,2
Mac AllisterLiverpoolMID,6.3,1.30%,2,17,2
GravenberchLiverpoolMID,5.7,6.30%,4,39,2
IsakLiverpoolFWD,10.6,9.80%,3,10,2
De LigtMan UtdDEF,5,2.80%,4.3,28,2
ShawMan UtdDEF,4.5,0.30%,3,17,2
CunhaMan UtdMID,7.9,3.70%,1.7,11,2
PopeNewcastleGKP,5.2,11.50%,4.2,43,2
BurnNewcastleDEF,5.1,10.00%,5.5,45,2
GordonNewcastleMID,7.4,2.90%,2,9,2
Bruno G.NewcastleMID,6.5,2.30%,4.5,32,2
TonaliNewcastleMID,5.4,1.50%,3.5,25,2
SelsNott'm ForestGKP,4.9,9.60%,2.3,17,2
Gibbs-WhiteNott'm ForestMID,7.3,3.20%,2.3,20,2
IsidorSunderlandFWD,5.6,3.30%,3.5,30,2
KudusSpursMID,6.8,35.30%,5.3,41,2
OdobertSpursMID,5.3,0.00%,1.7,11,2
XaviSpursMID,7,2.50%,1.7,12,2
AreolaWest HamGKP,4.3,2.20%,2.3,8,2
L.PaquetáWest HamMID,5.9,3.00%,2.3,31,2
SoučekWest HamMID,5.7,0.20%,0.7,6,2
IrvingWest HamMID,4.4,0.30%,1,6,2
BowenWest HamFWD,7.8,9.00%,4.3,37,2
DohertyWolvesDEF,4.4,0.10%,0.7,2,2
R.GomesWolvesDEF,4.5,0.10%,0.7,12,2
GomesWolvesMID,5.4,0.10%,2.7,20,2
J.AriasWolvesMID,5.2,0.20%,3.3,16,2
Strand LarsenWolvesFWD,6.4,1.40%,2,11,2
MartinelliArsenalMID,6.9,1.20%,2.5,15,1
MerinoArsenalMID,5.9,0.60%,2.2,16,1
NørgaardArsenalMID,5.3,0.20%,0.2,1,1
MaatsenAston VillaDEF,4.3,0.50%,0.5,4,1
BarkleyAston VillaMID,4.8,0.00%,0.5,2,1
WatkinsAston VillaFWD,8.6,7.60%,3.2,21,1
Bruun LarsenBurnleyMID,5.3,0.00%,1,12,1
LaurentBurnleyMID,4.9,0.00%,1.7,12,1
BarnesBurnleyFWD,4.4,1.40%,0.3,1,1
TruffertBournemouthDEF,4.5,2.20%,4.5,33,1
HillBournemouthDEF,4,0.90%,2,17,1
A.JimenezBournemouthDEF,4.5,0.00%,0.5,2,1
CookBournemouthMID,4.9,0.00%,0.2,2,1
Gannon-DoakBournemouthMID,4.9,0.00%,1.5,6,1
AdliBournemouthMID,5.5,0.00%,0.8,6,1
JaneltBrentfordMID,4.9,0.00%,1,4,1
CoppolaBrightonDEF,4.3,0.10%,0.3,3,1
De CuyperBrightonDEF,4.4,2.30%,3.3,15,1
GomezBrightonMID,4.9,0.10%,1.7,8,1
MilnerBrightonMID,5,0.10%,0.7,11,1
TzimasBrightonFWD,5.3,0.10%,2,7,1
KostoulasBrightonFWD,4.8,0.30%,0.3,1,1
TosinChelseaDEF,4.4,0.50%,0.3,12,1
GittensChelseaMID,6.2,0.10%,0.7,6,1
CaicedoChelseaMID,5.8,16.30%,4.3,46,1
LaviaChelseaMID,4.9,0.00%,1,3,1
Andrey SantosChelseaMID,4.5,0.30%,0.7,6,1
GarnachoChelseaMID,6.4,0.40%,1,4,1
Marc GuiuChelseaFWD,4.3,7.20%,0.7,4,1
HendersonCrystal PalaceGKP,5,7.80%,2,28,1
LacroixCrystal PalaceDEF,5.1,4.00%,2.7,38,1
MitchellCrystal PalaceDEF,5,2.40%,2,36,1
YeremyCrystal PalaceMID,5.9,0.10%,1.7,10,1
NketiahCrystal PalaceFWD,5.4,0.50%,2,7,1
MykolenkoEvertonDEF,4.9,0.40%,2,8,1
O'BrienEvertonDEF,5,0.50%,2.7,24,1
KeaneEvertonDEF,4.5,0.90%,5.3,36,1
McNeilEvertonMID,5.6,0.10%,0.3,2,1
IroegbunamEvertonMID,4.9,0.00%,1.7,12,1
RöhlEvertonMID,5,0.00%,0.3,2,1
BarryEvertonFWD,5.7,0.30%,1,9,1
AndersenFulhamDEF,4.5,3.80%,2.3,30,1
BasseyFulhamDEF,4.5,0.50%,0.7,19,1
DiopFulhamDEF,4.4,0.10%,1,3,1
Smith RoweFulhamMID,5.7,0.50%,1,13,1
AdamaFulhamMID,5.2,0.20%,1.3,7,1
KevinFulhamMID,6,0.10%,1,4,1
DarlowLeedsGKP,4,2.50%,1.3,10,1
BogleLeedsDEF,4.5,0.20%,2.3,24,1
GudmundssonLeedsDEF,4,5.50%,1,24,1
RodonLeedsDEF,4.1,5.80%,3,31,1
JamesLeedsMID,5.3,0.10%,0.3,8,1
TanakaLeedsMID,4.8,0.10%,1,8,1
PiroeLeedsFWD,5.1,0.50%,0.7,5,1
NmechaLeedsFWD,5,0.70%,1,13,1
MamardashviliLiverpoolGKP,4.3,0.80%,1,3,1
FrimpongLiverpoolDEF,5.8,6.80%,0.7,7,1
KerkezLiverpoolDEF,5.8,4.00%,1,14,1
WirtzLiverpoolMID,8.1,8.20%,1.3,14,1
C.JonesLiverpoolMID,5.4,0.10%,1,11,1
EkitikéLiverpoolFWD,8.7,15.90%,0.7,34,1
LewisMan CityDEF,4.9,1.90%,0.5,15,1
BernardoMan CityMID,6.3,0.60%,1,16,1
CherkiMan CityMID,6.3,2.00%,0.2,8,1
DokuMan CityMID,6.6,7.50%,3.8,30,1
KovačićMan CityMID,5.9,0.00%,0.2,1,1
BobbMan CityMID,5.4,0.30%,1.2,16,1
ReijndersMan CityMID,5.7,31.20%,3.8,32,1
DorguMan UtdDEF,4.4,3.90%,0.7,11,1
YoroMan UtdDEF,4.5,1.90%,2.7,21,1
MainooMan UtdMID,4.8,0.50%,1,6,1
UgarteMan UtdMID,4.8,0.10%,1.3,11,1
ŠeškoMan UtdFWD,7.3,5.20%,6,24,1
BotmanNewcastleDEF,4.9,0.60%,4.5,27,1
TrippierNewcastleDEF,5,2.70%,1.8,28,1
ThiawNewcastleDEF,4.9,0.30%,4.8,20,1
J.RamseyNewcastleMID,5.3,0.20%,0.2,3,1
ElangaNewcastleMID,6.8,4.30%,1.5,13,1
BarnesNewcastleMID,6.4,0.40%,1,13,1
J.MurphyNewcastleMID,6.2,0.90%,2,18,1
JoelintonNewcastleMID,5.9,0.30%,1.8,14,1
OsulaNewcastleFWD,5.5,0.30%,1,13,1
ZinchenkoNott'm ForestDEF,4.9,0.30%,1,5,1
MilenkovićNott'm ForestDEF,5.3,4.70%,1.7,13,1
MurilloNott'm ForestDEF,5.3,2.20%,0.3,8,1
N.WilliamsNott'm ForestDEF,4.8,4.10%,0.7,16,1
SavonaNott'm ForestDEF,4.5,0.00%,0.7,2,1
Hudson-OdoiNott'm ForestMID,5.9,0.90%,1,19,1
SangaréNott'm ForestMID,4.9,0.10%,0.3,12,1
Douglas LuizNott'm ForestMID,5,0.00%,0.3,6,1
WoodNott'm ForestFWD,7.3,9.10%,1.7,25,1
Igor JesusNott'm ForestFWD,5.8,0.70%,1,7,1
AwoniyiNott'm ForestFWD,5.2,0.40%,0.3,1,1
GeertruidaSunderlandDEF,4.5,0.00%,1,5,1
NeilSunderlandMID,4.8,0.00%,0.5,2,1
MayendaSunderlandFWD,5.5,0.80%,0.8,15,1
VicarioSpursGKP,5.1,11.30%,2,36,1
Pedro PorroSpursDEF,5.6,20.60%,3,31,1
SpenceSpursDEF,4.5,1.90%,1,22,1
JohnsonSpursMID,6.8,3.80%,1,23,1
TelSpursMID,6.3,0.10%,3.7,16,1
BergvallSpursMID,5.4,0.50%,0.7,22,1
P.M.SarrSpursMID,4.9,2.00%,2,25,1
RicharlisonSpursFWD,6.7,12.60%,1.3,33,1
Kolo MuaniSpursFWD,6.9,0.20%,0.3,1,1
DioufWest HamDEF,4.4,3.80%,3,27,1
MavropanosWest HamDEF,4.4,0.10%,1.7,17,1
ScarlesWest HamDEF,4.4,0.00%,0.3,1,1
TodiboWest HamDEF,4.3,0.10%,0.3,2,1
Wan-BissakaWest HamDEF,4.3,6.40%,0.7,3,1
Walker-PetersWest HamDEF,4.4,0.30%,1,12,1
SummervilleWest HamMID,5.5,0.10%,1.3,15,1
G.RodriguezWest HamMID,4.8,0.00%,0.3,3,1
M.FernandesWest HamMID,5.5,0.00%,2.3,14,1
MarshallWest HamFWD,4.4,0.70%,0.7,2,1
JohnstoneWolvesGKP,4.5,0.10%,2,9,1
H.BuenoWolvesDEF,4.4,0.10%,3.7,18,1
S.BuenoWolvesDEF,4.4,0.10%,4.7,18,1
HoeverWolvesDEF,4,1.00%,0.3,3,1
TchatchouaWolvesDEF,4.5,0.00%,2,10,1
Fer LópezWolvesMID,5.3,0.00%,0.3,7,1
ToluWolvesFWD,5.5,0.10%,1,7,1
