Player,Cost,Sel.%,Form,Pts.,RP
TruffertBournemouthDEF,4.5,2.40%,0.8,46,1
DiakitéBournemouthDEF,4.5,0.40%,0.5,31,1
KluivertBournemouthMID,7,0.80%,0.8,19,1
SemenyoBournemouthMID,7.9,52.80%,0.8,76,1
TavernierBournemouthMID,5.5,2.10%,3,55,1
Enes ÜnalBournemouthFWD,5.4,0.00%,1.8,8,1
Kroupi.JrBournemouthFWD,4.6,4.50%,1.5,33,1
Lewis-PotterBrentfordDEF,4.8,0.30%,0.5,22,1
HenryBrentfordDEF,4.3,0.10%,0.5,7,1
NelsonBrentfordMID,4.8,0.10%,0.8,3,1
YarmoliukBrentfordMID,5,0.10%,2.2,36,1
PickfordEvertonGKP,5.5,9.60%,5,53,1
McNeilEvertonMID,5.5,0.10%,0.8,5,1
AlcarazEvertonMID,5.2,0.10%,0.5,10,1
IroegbunamEvertonMID,4.9,0.00%,2,20,1
DiblingEvertonMID,5.4,0.00%,0.2,4,1
BetoEvertonFWD,5.1,2.80%,1,23,1
LenoFulhamGKP,5,1.50%,3.8,40,1
CastagneFulhamDEF,4.3,0.10%,0.5,12,1
Smith RoweFulhamMID,5.6,0.40%,1,18,1
LukićFulhamMID,5,0.10%,0.2,28,1
KevinFulhamMID,5.9,0.10%,2.2,14,1
RaúlFulhamFWD,6.2,0.90%,3.2,32,1
BogleLeedsDEF,4.5,0.20%,0.8,29,1
BijolLeedsDEF,3.9,0.20%,0.8,7,1
GudmundssonLeedsDEF,4,4.20%,1,29,1
JustinLeedsDEF,3.9,0.20%,0.5,5,1
AaronsonLeedsMID,5.4,0.20%,3,44,1
GnontoLeedsMID,5.2,0.10%,0.2,7,1
JamesLeedsMID,5.3,0.10%,1,13,1
OkaforLeedsMID,5.5,0.10%,1.8,32,1
RúbenMan CityDEF,5.5,5.30%,4,53,1
StonesMan CityDEF,5.4,0.70%,0.2,12,1
MarmoushMan CityMID,8.3,2.60%,1,14,1
BernardoMan CityMID,6.3,0.50%,2.2,27,1
SchärNewcastleDEF,5.3,1.70%,1.5,30,1
J.RamseyNewcastleMID,5.3,0.20%,0.8,6,1
GordonNewcastleMID,7.2,1.50%,0.5,13,1
TonaliNewcastleMID,5.4,1.20%,2.8,37,1
WillockNewcastleMID,5,0.10%,0.8,7,1
RoefsSunderlandGKP,4.7,8.00%,2,60,1
GeertruidaSunderlandDEF,4.5,0.00%,1.5,13,1
VicarioSpursGKP,5,9.10%,1.8,49,1
Pedro PorroSpursDEF,5.4,16.30%,1.2,47,1
DansoSpursDEF,4.3,0.10%,0.2,13,1
TelSpursMID,6.3,0.10%,1.8,24,1
BentancurSpursMID,5.3,0.30%,0.8,37,1
OdobertSpursMID,5.3,0.00%,2.8,22,1
GraySpursMID,4.8,0.10%,0.2,5,1
P.M.SarrSpursMID,4.8,1.50%,2,39,1
J.PalhinhaSpursMID,5.5,1.90%,4,60,1
XaviSpursMID,6.6,1.20%,1.8,22,1
RicharlisonSpursFWD,6.4,7.80%,3.5,51,1
Kolo MuaniSpursFWD,6.9,0.40%,1.2,8,1
