Player,Cost,Sel.%,Form,Pts.,RP
O'BrienEvertonDEF,5,0.50%,3.5,23,5
AaronsonLeedsMID,5.4,0.10%,4,19,5
IsakLiverpoolFWD,10.6,10.90%,2,8,5
Matheus N.Man CityDEF,5.3,0.50%,4.5,21,5
O’ReillyMan CityDEF,4.9,0.70%,4.8,20,5
MunetsiWolvesMID,5.4,0.10%,2.5,19,5
PauAston VillaDEF,4.4,0.30%,1.2,8,4
HartmanBurnleyDEF,4,0.50%,3.2,21,4
FlorentinoBurnleyMID,5,0.00%,3,12,4
ScottBournemouthMID,5,0.30%,4.2,24,4
Gannon-DoakBournemouthMID,4.9,0.00%,1.2,5,4
TzimasBrightonFWD,5.3,0.10%,1.5,6,4
JamesChelseaDEF,5.4,4.30%,3,19,4
KamadaCrystal PalaceMID,5,0.10%,3.5,20,4
MykolenkoEvertonDEF,4.9,0.40%,1.5,7,4
KeaneEvertonDEF,4.5,1.00%,5.5,35,4
IroegbunamEvertonMID,4.9,0.00%,1.5,11,4
ChukwuezeFulhamMID,5.4,0.00%,1.2,5,4
CasemiroMan UtdMID,5.5,0.20%,2,15,4
Gibbs-WhiteNott'm ForestMID,7.4,3.60%,2.2,18,4
BentancurSpursMID,5.3,0.10%,2,14,4
M.FernandesWest HamMID,5.5,0.00%,2.5,13,4
TchatchouaWolvesDEF,4.5,0.00%,1.8,9,4
GomesWolvesMID,5.4,0.10%,3.2,18,4
TrossardArsenalMID,6.9,0.30%,2.8,12,3
ZubimendiArsenalMID,5.5,4.40%,5.8,32,3
McGinnAston VillaMID,5.4,0.70%,3.5,21,3
PetrovićBournemouthGKP,4.5,5.70%,3.5,27,3
TavernierBournemouthMID,5.5,1.30%,2.2,27,3
KelleherBrentfordGKP,4.5,8.10%,3.5,21,3
LacroixCrystal PalaceDEF,5.1,4.20%,3.8,37,3
GuéhiCrystal PalaceDEF,4.8,30.70%,5.8,46,3
RichardsCrystal PalaceDEF,4.5,3.10%,4.2,33,3
WhartonCrystal PalaceMID,5,0.50%,3.2,19,3
PickfordEvertonGKP,5.5,10.60%,3,30,3
AndersenFulhamDEF,4.5,4.10%,5,29,3
WilsonFulhamMID,5.3,0.40%,3.5,21,3
KingFulhamMID,4.5,4.00%,1.5,12,3
BogleLeedsDEF,4.5,0.20%,3,23,3
AmpaduLeedsMID,4.9,0.10%,3,15,3
FodenMan CityMID,8.1,6.30%,4.8,20,3
SavinhoMan CityMID,6.9,0.40%,1.8,7,3
N.GonzalezMan CityMID,5.9,0.10%,1.8,11,3
BobbMan CityMID,5.5,0.30%,1.2,15,3
ReijndersMan CityMID,5.8,33.20%,4.2,31,3
B.FernandesMan UtdMID,9,18.90%,3.5,28,3
AmadMan UtdMID,6.3,1.20%,1.8,14,3
GordonNewcastleMID,7.4,2.40%,1.5,7,3
ElangaNewcastleMID,6.9,4.70%,1.5,12,3
JoelintonNewcastleMID,5.9,0.30%,2.2,13,3
TonaliNewcastleMID,5.4,1.40%,3.8,23,3
SelsNott'm ForestGKP,4.9,10.70%,2.2,15,3
MilenkovićNott'm ForestDEF,5.4,5.30%,1.8,12,3
Jair CunhaNott'm ForestDEF,4.4,0.10%,0.8,3,3
MoratoNott'm ForestDEF,4.4,0.10%,1.8,7,3
BallardSunderlandDEF,4.6,2.40%,1.2,23,3
MukieleSunderlandDEF,4,2.10%,5.8,27,3
XhakaSunderlandMID,5,3.90%,5.2,32,3
VicarioSpursGKP,5.1,12.00%,3.5,35,3
DioufWest HamDEF,4.4,3.70%,3,26,3
MavropanosWest HamDEF,4.4,0.10%,2.5,16,3
JohnstoneWolvesGKP,4.5,0.10%,2,8,3
AndréWolvesMID,5.4,0.10%,2.5,17,3
J.AriasWolvesMID,5.2,0.20%,2.5,14,3
GyökeresArsenalFWD,9.1,27.00%,3,26,2
CashAston VillaDEF,4.6,5.40%,4.8,29,2
KonsaAston VillaDEF,4.5,10.60%,3,16,2
BogardeAston VillaDEF,4,0.70%,3.5,15,2
WatkinsAston VillaFWD,8.7,9.40%,3.5,20,2
DúbravkaBurnleyGKP,4,34.10%,2.5,20,2
LaurentBurnleyMID,4.9,0.00%,2,11,2
SenesiBournemouthDEF,4.9,24.80%,5.2,46,2
DiakitéBournemouthDEF,4.5,0.50%,2.5,26,2
AdamsBournemouthMID,5,0.40%,2,18,2
BrooksBournemouthMID,5,0.40%,1.8,18,2
EvanilsonBournemouthFWD,7,3.10%,2.8,22,2
CollinsBrentfordDEF,4.9,1.20%,1.5,18,2
AjerBrentfordDEF,4.4,0.20%,1.8,8,2
KayodeBrentfordDEF,4.5,0.30%,1.8,19,2
Van den BergBrentfordDEF,4.5,0.60%,1.5,20,2
HickeyBrentfordDEF,4,0.40%,1.2,6,2
DamsgaardBrentfordMID,5.8,0.60%,3,19,2
YarmoliukBrentfordMID,5,0.10%,3.5,23,2
ThiagoBrentfordFWD,6.1,3.20%,4.5,32,2
F.KadıoğluBrightonDEF,4.4,0.10%,2.2,9,2
MintehBrightonMID,6,3.50%,5.5,31,2
GrudaBrightonMID,5.4,0.10%,2.2,19,2
AyariBrightonMID,4.9,0.30%,3.5,20,2
GomezBrightonMID,4.9,0.10%,1,7,2
SánchezChelseaGKP,4.9,14.90%,0.5,19,2
AcheampongChelseaDEF,4,1.20%,0.5,11,2
NetoChelseaMID,7,3.90%,1.8,20,2
EnzoChelseaMID,6.7,14.70%,4,41,2
GarnachoChelseaMID,6.4,0.30%,0.8,3,2
João PedroChelseaFWD,7.7,61.80%,3.2,39,2
HendersonCrystal PalaceGKP,5,8.00%,3,27,2
MatetaCrystal PalaceFWD,7.5,10.00%,3,20,2
GanaEvertonMID,5.4,0.10%,4.2,24,2
LenoFulhamGKP,5,1.50%,3,20,2
DiopFulhamDEF,4.4,0.10%,0.5,2,2
IwobiFulhamMID,6.5,1.70%,5,30,2
BergeFulhamMID,4.9,0.10%,2.5,16,2
CairneyFulhamMID,4.9,0.00%,1,4,2
LongstaffLeedsMID,4.9,0.60%,5.2,28,2
StachLeedsMID,5,3.20%,5,33,2
Calvert-LewinLeedsFWD,5.5,1.20%,4.2,18,2
MamardashviliLiverpoolGKP,4.3,0.70%,0.5,2,2
M.SalahLiverpoolMID,14.4,39.50%,4.5,34,2
Mac AllisterLiverpoolMID,6.3,1.30%,1.8,15,2
GravenberchLiverpoolMID,5.7,5.90%,7,37,2
NdoyeNott'm ForestMID,6,2.10%,1.8,24,2
WoodNott'm ForestFWD,7.4,12.40%,1.8,24,2
RoefsSunderlandGKP,4.6,4.70%,6,41,2
E.Le FéeSunderlandMID,4.9,0.40%,1.8,20,2
UdogieSpursDEF,4.4,0.60%,1.5,7,2
Van de VenSpursDEF,4.8,34.10%,4.8,32,2
OdobertSpursMID,5.3,0.00%,1.5,9,2
XaviSpursMID,7,3.20%,2.5,10,2
AreolaWest HamGKP,4.3,2.20%,1.5,6,2
S.MagassaWest HamMID,5,0.00%,1,4,2
BowenWest HamFWD,7.7,7.00%,5.5,35,2
FüllkrugWest HamFWD,5.7,1.00%,1.2,10,2
KrejčíWolvesDEF,4.5,0.00%,3,12,2
Strand LarsenWolvesFWD,6.4,1.40%,1.2,9,2
Lewis-SkellyArsenalDEF,5.2,1.90%,0.8,4,1
ØdegaardArsenalMID,7.9,1.90%,1.5,13,1
MartinelliArsenalMID,6.9,1.20%,2.5,14,1
MerinoArsenalMID,5.9,0.60%,2.8,15,1
NwaneriArsenalMID,5.3,0.20%,1.2,6,1
MartinezAston VillaGKP,5,2.10%,3.2,15,1
DigneAston VillaDEF,4.5,1.90%,3,21,1
MaatsenAston VillaDEF,4.3,0.50%,0.2,3,1
LindelöfAston VillaDEF,4.5,0.00%,0.8,3,1
BarkleyAston VillaMID,4.8,0.00%,0.2,1,1
OnanaAston VillaMID,4.8,0.60%,0.2,7,1
GuessandAston VillaMID,6.3,0.00%,1.8,9,1
WalkerBurnleyDEF,4.4,1.50%,1,11,1
EstèveBurnleyDEF,4,13.70%,1.8,15,1
TuanzebeBurnleyDEF,3.9,1.80%,0.2,1,1
WorrallBurnleyDEF,3.9,0.20%,0.5,4,1
AnthonyBurnleyMID,5.7,6.90%,5,41,1
Bruun LarsenBurnleyMID,5.3,0.00%,0.5,11,1
TchaounaBurnleyMID,4.9,0.00%,2,13,1
FlemmingBurnleyFWD,5.3,0.10%,0.5,4,1
FosterBurnleyFWD,5,2.30%,2.8,21,1
BrojaBurnleyFWD,5.3,0.10%,0.8,3,1
A.JimenezBournemouthDEF,4.5,0.00%,0.2,1,1
MilosavljevićBournemouthDEF,4.5,0.00%,1.2,5,1
ChristieBournemouthMID,5,0.10%,1.5,8,1
SchadeBrentfordMID,7,0.50%,3.5,18,1
CarvalhoBrentfordMID,4.9,0.30%,2.2,12,1
HendersonBrentfordMID,5,0.40%,3.8,22,1
JaneltBrentfordMID,4.9,0.00%,0.8,3,1
JensenBrentfordMID,4.9,0.10%,2.2,12,1
OnyekaBrentfordMID,5,0.10%,0.5,11,1
VerbruggenBrightonGKP,4.4,4.50%,1.5,11,1
De CuyperBrightonDEF,4.4,2.50%,2.5,14,1
DunkBrightonDEF,4.5,1.20%,1.8,15,1
GeorginioBrightonMID,5.7,0.40%,2.2,16,1
MilnerBrightonMID,5,0.10%,0.8,10,1
WiefferBrightonMID,4.9,0.10%,1.2,12,1
WelbeckBrightonFWD,6.3,2.40%,3.8,18,1
B.BadiashileChelseaDEF,4.4,0.00%,0,0,1
HatoChelseaDEF,4.8,0.20%,0.8,3,1
GittensChelseaMID,6.2,0.10%,0.5,5,1
LaviaChelseaMID,4.9,0.00%,0.5,2,1
Marc GuiuChelseaFWD,4.3,7.80%,0.2,3,1
MitchellCrystal PalaceDEF,5,2.50%,4.8,35,1
LermaCrystal PalaceMID,4.9,0.10%,1.2,8,1
DevennyCrystal PalaceMID,4.5,1.30%,1,8,1
YeremyCrystal PalaceMID,5.9,0.10%,2,9,1
NketiahCrystal PalaceFWD,5.4,0.40%,1.5,6,1
UcheCrystal PalaceFWD,5.5,0.00%,0.5,2,1
ColemanEvertonDEF,4.4,0.10%,0.2,2,1
AlcarazEvertonMID,5.3,0.10%,0.5,5,1
GarnerEvertonMID,5,1.00%,4.2,33,1
DiblingEvertonMID,5.5,0.00%,0.8,3,1
BarryEvertonFWD,5.7,0.40%,1,8,1
BetoEvertonFWD,5.3,4.20%,1.5,15,1
BasseyFulhamDEF,4.5,0.50%,3.5,18,1
CastagneFulhamDEF,4.4,0.10%,1,7,1
Smith RoweFulhamMID,5.8,0.50%,1,12,1
AdamaFulhamMID,5.3,0.20%,1,6,1
LukićFulhamMID,5,0.10%,3,18,1
KevinFulhamMID,6,0.10%,0.8,3,1
DarlowLeedsGKP,4,2.50%,2.2,9,1
StruijkLeedsDEF,4.5,0.40%,2.5,24,1
GudmundssonLeedsDEF,4,5.60%,1.5,23,1
RodonLeedsDEF,4,5.40%,3.5,30,1
JustinLeedsDEF,4,0.20%,0.5,3,1
HarrisonLeedsMID,5.2,0.10%,1,6,1
TanakaLeedsMID,4.9,0.10%,0.8,7,1
PiroeLeedsFWD,5.2,0.50%,0.2,4,1
NmechaLeedsFWD,5,0.70%,1,12,1
KerkezLiverpoolDEF,5.9,4.40%,1.5,13,1
RobertsonLiverpoolDEF,5.8,1.00%,0.5,2,1
VirgilLiverpoolDEF,6.1,28.20%,3.8,29,1
KonatéLiverpoolDEF,5.5,3.30%,4.2,24,1
WirtzLiverpoolMID,8.1,9.20%,1.5,13,1
SzoboszlaiLiverpoolMID,6.5,3.80%,2.5,27,1
C.JonesLiverpoolMID,5.4,0.10%,0.8,10,1
EndoLiverpoolMID,4.9,0.10%,0.2,6,1
EkitikéLiverpoolFWD,8.7,16.90%,2.8,33,1
BernardoMan CityMID,6.4,0.60%,2.2,15,1
DokuMan CityMID,6.6,7.70%,6,29,1
RodrigoMan CityMID,6.4,0.60%,2,11,1
DorguMan UtdDEF,4.5,4.50%,1.8,10,1
MaguireMan UtdDEF,4.4,0.70%,3.5,16,1
CunhaMan UtdMID,8,4.00%,1,9,1
MainooMan UtdMID,4.8,0.50%,1,5,1
UgarteMan UtdMID,4.9,0.10%,2,10,1
BarnesNewcastleMID,6.4,0.50%,1.5,12,1
J.MurphyNewcastleMID,6.2,1.00%,3.2,17,1
L.MileyNewcastleMID,4.4,2.20%,1,7,1
OsulaNewcastleFWD,5.5,0.40%,1,12,1
SavonaNott'm ForestDEF,4.5,0.00%,0.2,1,1
Hudson-OdoiNott'm ForestMID,5.9,1.10%,1,18,1
AndersonNott'm ForestMID,5.4,3.90%,3,22,1
YatesNott'm ForestMID,4.8,0.10%,0.5,4,1
HutchinsonNott'm ForestMID,5.5,0.00%,0.5,4,1
BakwaNott'm ForestMID,6,0.00%,1.2,5,1
Igor JesusNott'm ForestFWD,5.8,0.70%,0.8,6,1
HumeSunderlandDEF,4.5,0.30%,4.2,26,1
GeertruidaSunderlandDEF,4.5,0.00%,1,4,1
AdingraSunderlandMID,5.3,0.70%,1.2,13,1
SadikiSunderlandMID,5,0.10%,1.8,14,1
TalbiSunderlandMID,5,0.20%,2.2,20,1
IsidorSunderlandFWD,5.6,3.30%,3.5,28,1
MayendaSunderlandFWD,5.5,0.90%,0.5,14,1
BrobbeySunderlandFWD,5.5,0.10%,0.8,3,1
RomeroSpursDEF,5.1,7.40%,4.2,32,1
DansoSpursDEF,4.3,0.10%,0.5,3,1
JohnsonSpursMID,6.9,4.60%,1,22,1
P.M.SarrSpursMID,5,2.30%,3.2,24,1
J.PalhinhaSpursMID,5.5,1.10%,4.2,30,1
RicharlisonSpursFWD,6.8,15.90%,3.2,32,1
KilmanWest HamDEF,4.4,0.20%,1.8,13,1
Wan-BissakaWest HamDEF,4.3,6.90%,0.2,2,1
Walker-PetersWest HamDEF,4.4,0.30%,1,11,1
L.PaquetáWest HamMID,5.9,2.90%,2,29,1
SummervilleWest HamMID,5.5,0.10%,1.8,14,1
PottsWest HamMID,4.4,0.70%,0.5,3,1
MarshallWest HamFWD,4.4,0.70%,0.2,1,1
AgbadouWolvesDEF,4.5,0.30%,2.2,14,1
MosqueraWolvesDEF,4.4,0.10%,1,4,1
S.BuenoWolvesDEF,4.4,0.10%,3.2,17,1
Møller WolfeWolvesDEF,4.4,0.10%,0.2,7,1
Hee ChanWolvesMID,5.9,0.20%,1,13,1
BellegardeWolvesMID,5.3,0.10%,1,8,1
ToluWolvesFWD,5.5,0.10%,1.5,6,1
