Player,Cost,Sel.%,Form,Pts.,RP
SchärNEWDEF,5.2,1.2,0.0,51,0
ReinildoSUNDEF,3.8,3.1,3.2,51,0
AreolaWHUGKP,4.3,2.1,0.5,51,0
LukićFULMID,4.9,0.1,0.0,50,0
PauAVLDEF,4.3,0.3,0.5,49,0
KamadaCRYMID,5.0,0.1,1.0,49,1
LivramentoNEWDEF,4.9,1.9,0.0,49,0
TelTOTMID,6.2,0.1,1.0,49,1
ToluWOLFWD,5.4,0.2,2.8,49,0
MitomaBHAMID,6.1,2.0,2.5,48,3
FofanaCHEDEF,4.4,0.4,1.5,48,-1
GruevLEEMID,4.7,0.1,3.8,48,1
ManéWOLFWD,4.6,2.7,2.0,48,2
HenryBREDEF,4.3,0.2,2.5,47,1
BetoEVEFWD,5.0,2.4,2.2,47,1
ChukwuezeFULMID,5.3,0.1,1.5,47,0
HartmanBURDEF,4.0,0.6,0.0,46,0
LaurentBURMID,4.8,0.0,1.0,46,1
FosterBURFWD,4.9,0.8,1.0,46,0
DiakitéBOUDEF,4.2,0.3,0.2,46,0
JohnsonCRYMID,6.5,2.4,1.2,46,1
BijolLEEDEF,3.9,0.4,0.8,46,0
C.JonesLIVMID,5.4,0.1,1.5,46,3
MountMUNMID,5.9,0.3,0.0,46,0
NdoyeNFOMID,5.5,0.7,1.0,46,1
OdobertTOTMID,5.3,0.1,0.8,46,0
BrooksBOUMID,5.0,0.2,0.5,45,1
JustinLEEDEF,3.9,1.0,2.2,45,2
José SáWOLGKP,4.2,1.2,3.6,45,2
J.AriasWOLMID,4.9,0.1,0.2,45,0
EkdalBURDEF,3.9,0.8,0.0,44,0
LongstaffLEEMID,4.8,0.2,0.8,44,1
Hee ChanWOLMID,5.6,0.1,0.6,44,0
EdwardsBURMID,4.7,0.1,2.8,43,2
HinshelwoodBHAMID,5.1,0.0,1.8,43,6
KevinFULMID,5.8,0.1,2.2,43,1
TanakaLEEMID,4.8,0.2,0.0,43,0
PerriLEEGKP,4.5,0.2,0.0,43,0
De LigtMUNDEF,4.9,1.8,0.0,43,0
YoroMUNDEF,4.1,1.2,2.0,43,6
GrayTOTMID,4.8,0.1,3.8,43,1
GarnachoCHEMID,6.4,0.5,0.5,42,0
BradleyLIVDEF,4.9,0.2,0.0,42,0
MartinelliARSMID,6.8,1.0,2.4,41,1
MingsAVLDEF,4.3,0.7,4.0,41,2
RodrigoMCIMID,6.3,0.5,4.0,41,6
TrippierNEWDEF,4.9,1.3,1.0,41,0
KluivertBOUMID,7.0,0.6,0.0,40,0
MosqueraWOLDEF,4.3,0.1,2.8,40,4
MartinezMUNDEF,4.8,0.9,2.5,39,0
SavonaNFODEF,4.5,0.1,0.0,39,0
BergvallTOTMID,5.2,0.2,0.0,39,0
TchatchouaWOLDEF,4.4,0.0,0.6,39,2
MaatsenAVLDEF,4.2,0.6,3.2,38,2
BrojaBURFWD,5.2,0.2,0.5,38,0
CookBOUMID,4.9,0.1,2.0,38,0
J.CuencaFULDEF,4.3,0.1,1.0,38,1
MunetsiWOLMID,5.3,0.0,0.0,38,0
HannibalBURMID,4.7,0.1,3.2,37,1
BalebaBHAMID,4.5,1.5,1.8,37,1
HughesCRYMID,4.7,0.1,1.2,37,0
KingFULMID,4.4,1.8,0.2,37,0
S.MagassaWHUMID,5.0,0.0,1.0,37,3
TchaounaBURMID,4.9,0.0,0.8,36,1
GuessandCRYMID,6.2,0.0,2.8,36,6
ElangaNEWMID,6.5,2.6,1.8,36,2
AinaNFODEF,4.7,2.3,2.8,36,1
GeertruidaSUNDEF,4.5,0.0,1.0,36,1
KilmanWHUDEF,4.2,0.1,0.0,36,0
Bruun LarsenBURMID,5.3,0.0,1.0,35,1
GrudaBHAMID,5.4,0.0,0.0,35,0
MainooMUNMID,4.6,1.4,3.8,35,3
ZirkzeeMUNFWD,5.8,0.4,0.5,35,0
Kolo MuaniTOTFWD,6.9,0.4,2.8,35,7
DelapCHEFWD,6.2,0.9,2.0,34,1
FrimpongLIVDEF,5.7,4.6,0.0,34,0
RobertsonLIVDEF,5.7,1.0,2.2,34,1
MarmoushMCIMID,8.3,2.5,2.0,34,4
MoratoNFODEF,4.3,0.1,3.0,34,0
DominguezNFOMID,5.0,0.0,0.8,34,1
AdingraSUNMID,4.9,0.4,0.0,34,0
PottsWHUMID,4.4,0.6,1.0,34,0
BogardeAVLDEF,4.0,0.6,2.5,33,1
HickeyBREDEF,4.0,0.4,0.8,33,1
AcheampongCHEDEF,3.7,1.6,0.5,33,1
RobinsonFULDEF,4.9,0.7,0.2,33,0
HumphreysBURDEF,3.9,0.1,2.2,32,2
VeltmanBHADEF,4.3,0.1,0.8,32,1
CanvotCRYDEF,4.5,0.0,1.2,32,5
ChiesaLIVMID,6.3,0.3,1.0,32,1
KhusanovMCIDEF,5.4,0.4,2.0,32,1
DiarraSUNMID,5.3,0.1,4.8,32,2
Walker-PetersWHUDEF,4.2,0.2,0.5,32,0
TosinCHEDEF,4.0,0.2,0.2,31,1
UgarteMUNMID,4.7,0.2,0.5,31,0
TodiboWHUDEF,4.3,0.1,0.0,31,0
HermansenWHUGKP,4.2,0.3,5.5,31,10
BellegardeWOLMID,5.1,0.0,1.2,31,3
WhiteARSDEF,5.1,0.5,0.0,30,0
SmithBOUDEF,4.4,0.2,2.2,30,1
KostoulasBHAFWD,4.8,0.4,1.0,30,0
J.RamseyNEWMID,5.3,0.2,3.8,30,6
DevennyCRYMID,4.3,1.3,0.0,29,0
McNeilEVEMID,5.5,0.1,0.0,29,0
CastagneFULDEF,4.3,0.1,1.0,29,1
IsakLIVFWD,10.3,3.5,0.0,29,0
Andrey SantosCHEMID,4.5,0.3,1.5,28,2
Aït-NouriMCIDEF,5.7,3.9,3.8,28,2
TraoréSUNMID,5.5,0.0,0.0,28,0
TuanzebeBURDEF,3.9,1.0,-0.5,27,0
MilnerBHAMID,4.9,0.1,1.5,27,3
GomezLIVDEF,4.9,0.1,0.5,27,1
HeavenMUNDEF,3.7,2.2,0.2,27,1
MayendaSUNFWD,5.2,0.5,0.2,27,1
DansoTOTDEF,4.2,0.1,0.0,27,0
GroßBHAMID,5.5,0.1,4.8,26,3
AlcarazEVEMID,5.2,0.1,0.2,26,0
AkéMCIDEF,5.3,0.6,0.2,26,0
SavinhoMCIMID,6.9,0.4,0.0,26,0
ChristieBOUMID,4.9,0.1,1.2,25,1
GittensCHEMID,6.0,0.1,0.2,25,0
CairneyFULMID,4.8,0.0,0.5,25,1
DarlowLEEGKP,3.9,2.4,1.8,25,2
WoodNFOFWD,7.2,4.6,0.0,25,0
SanchoAVLMID,5.8,0.2,2.2,24,1
NketiahCRYFWD,5.4,0.3,0.0,23,0
AgbadouWOLDEF,4.2,0.1,0.6,23,0
Møller WolfeWOLDEF,4.2,0.1,0.6,23,1
MosqueraARSDEF,5.3,0.1,1.0,22,1
LindelöfAVLDEF,4.5,0.1,0.2,22,0
RayanBOUMID,5.6,2.1,5.5,22,3
OsulaNEWFWD,5.4,0.2,1.0,22,1
SolankeTOTFWD,7.2,1.3,4.2,22,1
PattersonEVEDEF,4.4,0.0,0.2,21,0
BobbFULMID,5.1,0.2,0.8,21,1
GnontoLEEMID,5.2,0.1,0.2,21,0
ScarlesWHUDEF,4.3,0.0,0.5,21,0
JohnstoneWOLGKP,4.4,0.1,0.0,21,0
Douglas LuizAVLMID,4.9,0.1,2.2,20,2
BoscagliBHADEF,4.2,0.1,1.2,20,0
MunizFULFWD,5.3,0.7,0.8,20,1
MazraouiMUNDEF,4.9,0.2,0.5,20,0
WillockNEWMID,5.0,0.1,1.2,20,0
R.GomesWOLDEF,4.4,0.1,1.0,20,0
TotiWOLDEF,4.2,0.1,0.0,20,0
MilosavljevićBOUDEF,4.4,0.0,0.0,19,0
MamardashviliLIVGKP,4.1,0.5,0.0,19,0
LewisMCIDEF,4.6,1.2,0.0,19,0
AdamaWHUMID,5.1,0.2,0.5,19,0
TatyWHUFWD,5.5,0.1,3.0,19,2
BarkleyAVLMID,4.8,0.0,0.8,18,1
Enes ÜnalBOUFWD,5.4,0.0,1.0,18,1
WissaNEWFWD,7.3,0.6,0.8,18,0
G.JesusARSFWD,6.4,0.5,1.2,17,0
Lucas PiresBURDEF,3.8,0.3,0.8,17,1
ArmstrongEVEMID,4.5,0.1,1.8,17,2
DiblingEVEMID,5.3,0.0,0.2,17,0
BornauwLEEDEF,3.8,0.2,0.2,17,0
YatesNFOMID,4.7,0.1,0.5,17,0
GallagherTOTMID,5.4,0.1,3.2,17,2
Ward-ProwseBURMID,5.6,0.2,1.2,16,4
TzimasBHAFWD,5.2,0.1,0.0,16,0
UcheCRYFWD,5.5,0.1,0.5,16,0
RöhlEVEMID,5.0,0.0,0.0,16,0
JamesLEEMID,5.2,0.1,0.5,15,0
RiggSUNMID,4.7,0.0,0.0,15,0
UdogieTOTDEF,4.3,0.3,0.2,15,0
WorrallBURDEF,3.8,0.2,1.8,14,4
ClyneCRYDEF,3.8,0.6,0.0,14,0
NgumohaLIVMID,4.3,0.8,0.2,14,1
MundleSUNMID,4.9,0.0,1.0,14,1
DisasiWHUDEF,4.5,0.1,4.7,14,6
SonneBURDEF,3.8,0.2,0.0,13,0
CarvalhoBREMID,4.7,0.1,0.0,13,0
O'RileyBHAMID,5.5,0.3,0.2,13,0
AwoniyiNFOFWD,5.2,0.3,0.0,13,0
BakwaNFOMID,5.9,0.0,0.2,13,1
CirkinSUNDEF,4.0,0.1,0.0,13,0
Lewis-SkellyARSDEF,5.1,1.4,0.0,12,0
OnyekaBREMID,4.8,0.0,0.0,12,0
Marc GuiuCHEFWD,4.1,5.9,0.0,12,0
ReedFULMID,4.3,0.4,0.2,12,0
HarrisonLEEMID,5.1,0.0,0.0,12,0
PiroeLEEFWD,4.9,0.3,0.2,12,0
EndoLIVMID,4.9,0.1,1.0,12,0
StonesMCIDEF,5.4,0.6,0.0,12,0
FüllkrugWHUFWD,5.6,0.6,0.0,12,0
Fer LópezWOLMID,5.1,0.0,0.0,12,0
M.BizotAVLGKP,4.2,0.4,0.0,11,0
AbrahamAVLFWD,6.0,0.4,2.8,11,7
Chadi RiadCRYDEF,4.0,0.0,1.8,11,5
TraffordMCIGKP,4.5,0.9,0.0,11,0
BayindirMUNGKP,4.7,0.3,0.0,11,0
RamsdaleNEWGKP,4.8,0.7,0.0,11,0
Ortega MorenoNFOGKP,4.7,0.2,2.8,11,3
JohnNFOGKP,4.0,0.3,0.0,11,0
BissoumaTOTMID,5.2,0.0,1.5,11,3
DohertyWOLDEF,4.4,0.1,0.0,11,0
CoppolaBHADEF,4.2,0.0,0.0,10,0
DiopFULDEF,4.3,0.1,0.0,10,0
DaviesTOTDEF,4.3,0.1,0.0,10,0
HoeverWOLDEF,3.8,1.0,0.0,10,0
ArmstrongWOLFWD,5.4,0.1,2.5,10,2
BranthwaiteEVEDEF,5.3,0.2,2.0,9,2
KalimuendoNFOFWD,6.0,0.1,0.0,9,0
IrvingWHUMID,4.3,0.2,0.0,9,0
NwaneriARSMID,5.0,0.1,0.0,8,0
HavertzARSFWD,7.3,0.6,1.4,8,0
HatoCHEDEF,4.6,0.2,0.2,8,0
GeorgeEVEMID,4.8,0.1,1.0,8,1
LuccaNFOFWD,5.5,0.0,2.0,8,1
DragusinTOTDEF,4.5,0.0,1.5,8,2
G.RodriguezWHUMID,4.8,0.0,0.0,8,0
PabloWHUFWD,5.5,0.0,0.8,8,0
Gannon-DoakBOUMID,4.8,0.0,0.0,7,0
B.BadiashileCHEDEF,4.4,0.0,0.0,7,0
ZinchenkoNFODEF,4.9,0.2,0.0,7,0
McAteeNFOMID,5.0,0.1,0.2,7,1
AngelWOLMID,4.9,0.0,1.8,7,1
BaileyAVLMID,5.5,0.1,1.2,6,2
NelsonBREMID,4.8,0.1,0.0,6,0
IgorBHADEF,4.5,0.1,0.0,6,0
EdozieWOLMID,4.3,0.4,1.2,6,0
DowmanARSMID,4.2,0.5,0.0,5,0
ElliottAVLMID,5.1,0.2,0.2,5,0
WatsonBHAMID,4.8,0.0,0.0,5,0
SosaCRYDEF,4.8,0.1,0.0,5,0
AlleyneMCIDEF,4.1,0.0,0.0,5,0
AnguloSUNMID,5.0,0.0,1.7,5,2
L.GuilhermeWHUMID,4.9,0.0,0.0,5,0
MayersWHUDEF,4.0,0.0,0.0,5,0
NørgaardARSMID,5.1,0.1,0.2,4,0
TrésorBURMID,4.4,0.1,0.0,4,0
H.TraorèBOUMID,4.5,0.3,0.0,4,0
PinnockBREDEF,4.2,0.1,0.0,4,0
LaviaCHEMID,4.9,0.0,0.0,4,0
EsseCRYMID,4.7,0.1,0.0,4,0
Kusi-AsareFULFWD,4.5,0.1,0.0,4,0
Mohamadou KantéWHUMID,4.5,0.0,0.2,4,1
SolerBOUDEF,4.0,0.2,0.0,3,0
Tóth.ABOUMID,5.0,0.0,0.5,3,0
DonovanBREMID,4.4,0.1,0.5,3,1
HowellBHAMID,4.5,0.0,0.8,3,0
JörgensenCHEGKP,4.3,0.2,0.0,3,0
ColemanEVEDEF,4.2,0.1,0.0,3,0
J.FletcherMUNMID,4.3,0.1,0.0,3,0
Jair CunhaNFODEF,4.2,0.1,0.0,3,0
NeilSUNMID,4.8,0.0,0.0,3,0
N.AguerdWHUDEF,4.4,0.0,0.0,3,0
Pedro LimaWOLDEF,4.0,0.4,0.4,3,0
A.GarcíaAVLDEF,3.9,0.2,0.2,2,1
George HemmingsAVLMID,4.5,0.0,0.0,2,0
BarnesBURFWD,4.2,1.5,0.2,2,1
Drakes-ThomasCRYMID,4.5,0.0,0.0,2,0
BuonanotteLEEMID,4.6,0.1,0.2,2,0
NyoniLIVMID,4.3,0.3,0.0,2,0
MukasaMCIMID,4.4,0.0,0.0,2,0
LaceyMUNMID,4.5,0.0,0.0,2,0
AbbottNFODEF,3.8,0.3,0.2,2,0
O'NienSUNDEF,4.0,0.1,0.2,2,0
SeeltSUNDEF,4.0,0.1,0.0,2,0
ScarlettTOTFWD,4.3,0.6,0.0,2,0
MarshallWHUFWD,4.3,0.5,0.0,2,0
ChirewaWOLMID,4.3,0.2,0.0,2,0
Jimoh-AlobaAVLMID,4.5,0.1,0.0,1,0
BurrowesAVLMID,4.4,0.1,0.0,1,0
AlyssonAVLMID,5.0,0.0,0.2,1,0
BanelBURMID,4.5,0.0,0.0,1,0
WinterburnBOUMID,4.5,0.0,0.0,1,0
MilamboBREMID,5.2,0.0,0.0,1,0
Peart-HarrisBREMID,4.4,0.0,0.0,1,0
KnightBHAMID,4.4,0.1,0.0,1,0
OriolaBHAMID,4.5,0.0,0.0,1,0
M.SarrCHEDEF,4.5,0.0,0.2,1,1
RodneyCRYMID,4.4,0.0,0.0,1,0
ÉdouardCRYFWD,5.0,0.2,0.0,1,0
ByramLEEDEF,3.8,0.2,0.0,1,0
KovačićMCIMID,5.8,0.0,0.0,1,0
FredricsonMUNDEF,3.8,0.1,0.0,1,0
MalaciaMUNDEF,3.8,0.4,0.0,1,0
Bendito MantatoMUNMID,4.5,0.0,0.0,1,0
FletcherMUNMID,4.4,0.0,0.2,1,0
LascellesNEWDEF,4.3,0.0,0.0,1,0
A.MurphyNEWDEF,3.8,0.7,0.2,1,0
JotaNFOMID,5.4,0.0,0.0,1,0
GunnNFOGKP,4.0,1.1,0.2,1,0
NetzNFODEF,4.5,0.0,0.3,1,0
RobertsSUNMID,5.4,0.0,0.0,1,0
MasuakuSUNDEF,3.9,0.5,0.0,1,0
Jocelin.TSUNMID,5.0,0.0,0.2,1,1
ByfieldTOTDEF,4.0,0.0,0.2,1,0
SouzaTOTDEF,4.0,0.0,0.2,1,0
EarthyWHUMID,4.5,0.0,0.0,1,0
KalajdžićWOLFWD,4.9,0.0,0.0,1,0
ArrizabalagaARSGKP,4.1,0.4,0.0,0,0
HeinARSGKP,4.0,0.2,0.0,0,0
SetfordARSGKP,3.9,0.2,0.0,0,0
KiwiorARSDEF,5.4,0.0,0.0,0,0
ClarkeARSDEF,3.8,0.4,0.0,0,0
