Player,Cost,Sel.%,Form,Pts.,RP
KonatéLIVDEF,5.5,4.2,4.7,125,4
EkitikéLIVFWD,9.1,17.9,0.0,125,0
CunhaMUNMID,8.1,8.8,2.7,125,0
KelleherBREGKP,4.8,12.7,3.3,124,2
HendersonCRYGKP,5.1,8.3,3.0,124,0
RichardsCRYDEF,4.4,2.5,3.0,123,1
CherkiMCIMID,6.5,12.1,7.7,123,0
AndersenFULDEF,4.5,4.5,6.0,122,11
StachLEEMID,4.8,1.6,0.0,122,0
N.WilliamsNFODEF,4.8,4.5,6.0,122,5
E.Le FéeSUNMID,4.8,1.6,4.7,122,2
RoefsSUNGKP,4.8,8.6,4.0,122,0
AaronsonLEEMID,5.4,1.1,4.0,121,0
WirtzLIVMID,8.3,9.1,5.3,121,8
TavernierBOUMID,5.4,5.1,3.7,120,0
KeaneEVEDEF,4.5,2.8,0.7,120,1
NdiayeEVEMID,6.2,4.5,2.7,120,2
Calvert-LewinLEEFWD,5.7,11.6,3.3,120,0
GakpoLIVMID,7.3,5.7,4.3,119,2
DonnarummaMCIGKP,5.6,9.2,5.0,119,0
ThiawNEWDEF,5.0,5.7,1.7,119,2
SalibaARSDEF,6.1,14.6,3.7,118,7
VerbruggenBHAGKP,4.5,8.9,5.7,118,0
BallardSUNDEF,4.7,3.2,0.0,118,0
AmpaduLEEMID,4.9,0.6,5.0,117,0
CollinsBREDEF,4.9,2.7,3.7,116,2
WelbeckBHAFWD,6.3,7.7,3.3,116,0
M.SalahLIVMID,14.0,14.6,6.3,116,1
M.FernandesWHUMID,5.5,0.4,3.0,116,2
NetoCHEMID,7.0,4.3,2.0,114,0
FodenMCIMID,8.0,7.7,0.7,114,0
JamesCHEDEF,5.6,6.0,0.0,113,0
O.DangoBREMID,5.8,2.3,2.0,112,1
SchadeBREMID,6.9,1.7,3.3,112,2
RúbenMCIDEF,5.5,3.1,0.0,112,0
AldereteSUNDEF,4.1,5.9,3.0,112,0
AnthonyBURMID,5.0,1.9,2.0,111,0
MilenkovićNFODEF,5.1,3.4,5.0,111,8
MartinezAVLGKP,5.1,4.8,1.7,110,3
CashAVLDEF,4.7,8.3,1.3,110,2
DalotMUNDEF,4.6,4.4,3.7,109,4
GyökeresARSFWD,8.8,12.1,2.3,108,1
F.KadıoğluBHADEF,4.4,0.8,7.3,108,0
SánchezCHEGKP,4.8,11.7,2.0,108,0
O'BrienEVEDEF,4.9,0.7,2.0,108,1
LenoFULGKP,4.9,1.9,6.3,108,7
RaúlFULFWD,6.1,2.2,1.3,108,2
MavropanosWHUDEF,4.5,2.1,10.3,108,4
XhakaSUNMID,5.1,3.3,2.7,107,1
PetrovićBOUGKP,4.6,5.3,1.3,106,0
ŠeškoMUNFWD,7.3,6.1,4.0,106,8
Van de VenTOTDEF,4.4,18.0,2.7,106,6
EvanilsonBOUFWD,6.7,2.5,3.7,105,0
KayodeBREDEF,4.6,1.1,4.3,105,1
StruijkLEEDEF,4.3,2.9,4.0,105,0
J.PalhinhaTOTMID,5.5,0.8,3.7,105,9
Igor JesusNFOFWD,5.9,2.0,7.7,104,14
EzeARSMID,7.2,8.0,3.0,103,6
MintehBHAMID,5.5,2.4,2.3,102,0
PalmerCHEMID,10.5,16.8,2.0,102,0
CaicedoCHEMID,5.7,7.3,2.0,102,0
Pedro PorroTOTDEF,5.2,10.8,6.3,102,8
TrossardARSMID,6.5,0.8,0.7,101,0
GordonNEWMID,7.4,4.7,1.0,101,0
SarrCRYMID,6.3,4.0,2.3,100,5
MatetaCRYFWD,7.6,7.5,5.0,100,2
RodonLEEDEF,3.9,2.9,0.3,100,0
Mac AllisterLIVMID,6.2,2.0,5.0,100,13
SummervilleWHUMID,5.5,1.4,2.7,100,2
Van den BergBREDEF,4.5,1.3,3.0,99,0
OkaforLEEMID,5.6,2.4,10.3,99,0
RicharlisonTOTFWD,6.3,5.7,2.0,99,4
J.GomesWOLMID,5.3,0.4,2.3,99,3
KonsaAVLDEF,4.4,7.8,1.0,98,2
IwobiFULMID,6.2,1.5,1.0,98,0
Lewis-PotterBREDEF,4.8,1.6,2.7,97,1
CucurellaCHEDEF,6.1,14.9,1.0,97,0
AyariBHAMID,4.8,0.4,3.7,96,0
WoltemadeNEWFWD,6.7,6.5,1.0,96,1
Kroupi.JrBOUFWD,4.6,5.7,5.3,95,0
DamsgaardBREMID,5.6,0.8,2.7,95,2
GomezBHAMID,4.9,0.7,2.0,95,0
GustoCHEDEF,4.9,2.0,1.3,95,0
SessegnonFULMID,5.4,0.2,5.0,95,11
DioufWHUDEF,4.1,2.5,4.3,95,2
SoučekWHUMID,5.7,0.3,5.3,95,10
DúbravkaBURGKP,4.0,27.7,2.0,94,0
WhartonCRYMID,5.0,0.6,1.0,94,2
CalafioriARSDEF,5.6,5.8,0.0,93,0
ShawMUNDEF,4.5,0.9,5.3,93,5
HumeSUNDEF,4.5,0.3,1.7,93,-2
DigneAVLDEF,4.5,1.6,2.3,92,2
BetoEVEFWD,5.0,3.0,5.3,92,0
BasseyFULDEF,4.4,0.6,5.0,92,6
McGinnAVLMID,5.3,0.7,2.7,91,2
YarmoliukBREMID,5.0,0.1,3.7,91,4
WiefferBHAMID,4.9,0.6,6.7,91,0
MykolenkoEVEDEF,4.9,0.7,2.3,91,1
BernardoMCIMID,6.2,0.6,3.3,91,0
LammensMUNGKP,5.1,3.1,5.0,91,3
RomeroTOTDEF,5.0,2.9,0.3,91,0
HillBOUDEF,4.2,7.9,2.7,90,0
DokuMCIMID,6.4,2.6,5.3,90,0
VicarioTOTGKP,4.7,4.9,0.0,90,0
BogleLEEDEF,4.4,0.7,4.3,89,0
A.BeckerLIVGKP,5.4,5.3,0.0,89,0
SelsNFOGKP,4.6,4.9,4.0,89,7
UgochukwuBURMID,5.0,0.1,1.3,88,0
Hudson-OdoiNFOMID,5.7,0.6,2.3,88,0
BuendíaAVLMID,5.3,0.4,1.3,87,2
JensenBREMID,4.9,0.1,5.0,87,10
BergeFULMID,4.9,0.1,2.3,87,3
BarnesNEWMID,6.1,1.1,1.3,87,1
ReijndersMCIMID,5.0,9.1,0.0,86,0
AndréWOLMID,5.2,0.1,3.0,86,1
HincapieARSDEF,5.1,0.9,3.3,84,9
PopeNEWGKP,5.0,4.3,0.7,84,2
SangaréNFOMID,4.9,0.1,3.0,84,1
GeorginioBHAMID,5.6,0.3,4.3,83,0
GanaEVEMID,5.4,0.1,3.0,83,2
MurilloNFODEF,5.2,1.9,0.0,83,0
FlemmingBURFWD,5.3,0.3,3.7,82,0
DunkBHADEF,4.5,0.9,0.0,82,0
BurnNEWDEF,5.0,3.4,1.3,82,3
TeteFULDEF,4.5,0.2,0.0,81,0
JustinLEEDEF,3.9,1.6,6.7,81,0
KerkezLIVDEF,5.6,3.0,0.7,81,1
BarryEVEFWD,5.7,0.7,1.3,80,2
BijolLEEDEF,3.9,1.1,4.7,80,0
XaviTOTMID,6.6,2.3,5.0,80,3
GrealishEVEMID,6.3,5.7,0.0,79,0
AmadMUNMID,6.2,1.3,1.3,78,1
EstèveBURDEF,3.9,7.0,2.7,77,0
GvardiolMCIDEF,5.8,3.2,0.0,77,0
TonaliNEWMID,5.3,1.1,2.0,77,2
TalbiSUNMID,4.9,0.2,0.7,77,0
BrobbeySUNFWD,5.3,1.2,1.7,77,2
S.BuenoWOLDEF,4.4,0.1,1.7,77,2
H.BuenoWOLDEF,4.3,0.2,1.0,76,3
OnanaAVLMID,4.8,0.7,1.3,75,0
HendersonBREMID,5.0,0.3,0.0,75,0
KudusTOTMID,6.4,9.2,0.0,75,0
DorguMUNDEF,4.1,2.4,0.0,74,0
HallNEWDEF,5.4,3.7,0.7,74,0
BotmanNEWDEF,4.9,0.4,3.0,74,4
HutchinsonNFOMID,5.4,0.1,3.0,73,3
Smith RoweFULMID,5.6,0.5,2.3,72,3
BentancurTOTMID,5.2,0.2,2.7,72,4
FlorentinoBURMID,5.0,0.0,1.7,71,0
HinshelwoodBHAMID,5.1,0.4,4.3,71,0
WilsonWHUFWD,5.8,0.5,2.0,71,4
CullenBURMID,4.9,0.8,0.0,70,0
AjerBREDEF,4.4,0.2,0.0,70,0
JaneltBREMID,4.9,0.1,0.0,70,0
YeremyCRYMID,5.8,0.2,1.3,70,1
MaguireMUNDEF,4.4,1.3,2.3,70,7
L.MileyNEWMID,4.4,1.9,4.0,70,2
SadikiSUNMID,4.9,0.1,3.0,70,2
J.MurphyNEWMID,5.9,0.6,1.3,69,2
SpenceTOTDEF,4.1,0.9,3.0,69,8
L.PaquetáWHUMID,5.9,1.1,0.0,69,0
A.JimenezBOUDEF,4.5,0.2,1.3,68,0
GudmundssonLEEDEF,3.8,3.2,3.0,68,0
NmechaLEEFWD,5.0,0.6,0.7,68,0
ØdegaardARSMID,7.8,1.6,1.7,67,3
JoelintonNEWMID,5.9,0.3,0.3,67,0
AinaNFODEF,4.7,2.4,4.3,67,9
IsidorSUNFWD,5.0,1.4,2.3,67,1
MerinoARSMID,5.4,0.8,0.0,66,0
AdamsBOUMID,4.9,0.3,2.0,66,0
De CuyperBHADEF,4.3,1.5,1.7,66,0
Strand LarsenCRYFWD,5.9,1.5,1.3,66,1
C.JonesLIVMID,5.4,0.1,4.0,66,7
P.M.SarrTOTMID,4.5,1.0,0.3,66,0
GroßBHAMID,5.5,2.1,7.3,65,0
CanvotCRYDEF,4.5,0.2,5.7,65,3
WalkerBURDEF,4.4,1.1,0.7,64,0
AdliBOUMID,5.4,0.3,0.3,64,0
Wan-BissakaWHUDEF,4.1,4.4,0.0,63,0
HartmanBURDEF,4.0,0.6,3.0,62,0
LermaCRYMID,4.9,0.1,2.7,62,0
RodrigoMCIMID,6.3,0.5,1.7,62,0
KamaraAVLMID,4.9,0.2,0.0,61,0
MitomaBHAMID,6.1,2.2,3.3,61,0
ToluWOLFWD,5.2,0.1,0.7,61,1
FofanaCHEDEF,4.4,0.4,1.7,60,0
LukićFULMID,4.9,0.1,3.0,60,6
KingFULMID,4.4,1.7,1.0,60,1
ReinildoSUNDEF,3.8,2.9,3.0,60,1
DiarraSUNMID,5.3,0.1,3.0,60,1
GrayTOTMID,4.8,0.2,1.0,60,0
HermansenWHUGKP,4.2,0.8,5.0,60,2
KrejčíWOLDEF,4.5,0.1,0.3,60,0
MaduekeARSMID,6.8,0.8,1.7,59,3
PauAVLDEF,4.3,0.3,1.0,59,1
TielemansAVLMID,5.9,0.7,2.0,59,2
KamadaCRYMID,5.0,0.1,2.0,59,4
IroegbunamEVEMID,4.8,0.0,0.7,59,1
FrimpongLIVDEF,5.7,5.1,2.7,59,1
LivramentoNEWDEF,4.9,1.9,1.0,59,0
TelTOTMID,6.2,0.1,1.0,59,1
José SáWOLGKP,4.2,1.2,1.0,59,2
EstêvãoCHEMID,6.4,1.7,0.7,58,0
JohnsonCRYMID,6.5,2.3,1.7,58,1
FosterBURFWD,4.9,0.8,0.7,57,0
ChukwuezeFULMID,5.3,0.1,1.7,57,3
N.GonzalezMCIMID,5.9,0.1,0.7,57,0
ManéWOLFWD,4.3,1.3,1.3,57,2
GruevLEEMID,4.7,0.1,0.7,56,0
KhusanovMCIDEF,5.4,0.6,7.0,56,0
MalenAVLMID,5.1,0.4,0.0,55,0
GarnachoCHEMID,6.4,0.5,1.3,55,0
DarlowLEEGKP,3.9,6.1,4.0,54,0
YoroMUNDEF,4.1,1.3,1.3,54,1
LaurentBURMID,4.8,0.0,1.0,53,0
BrooksBOUMID,5.0,0.2,1.7,53,0
LongstaffLEEMID,4.8,0.2,3.0,53,0
RobertsonLIVDEF,5.7,1.0,5.3,53,8
Aït-NouriMCIDEF,5.7,4.2,3.0,53,0
MainooMUNMID,4.7,1.0,2.7,53,4
HannibalBURMID,4.7,0.1,0.0,52,0
HenryBREDEF,4.3,0.1,0.0,52,0
McNeilEVEMID,5.5,0.2,2.0,52,2
TchatchouaWOLDEF,4.4,0.0,0.3,52,1
TanakaLEEMID,4.8,0.2,2.3,51,0
SchärNEWDEF,5.2,1.1,0.0,51,0
TrippierNEWDEF,4.9,1.4,0.3,51,0
AreolaWHUGKP,4.2,1.9,0.0,51,0
MosqueraWOLDEF,4.3,0.1,0.0,51,0
EdwardsBURMID,4.7,0.1,1.7,50,0
OsulaNEWFWD,5.4,0.6,6.3,50,2
NdoyeNFOMID,5.5,0.7,0.3,50,0
MartinelliARSMID,6.8,0.9,0.7,49,0
EkdalBURDEF,3.8,0.7,1.7,49,0
ChristieBOUMID,4.9,0.2,2.0,48,0
MountMUNMID,5.9,0.3,0.3,48,1
BergvallTOTMID,5.2,0.2,2.3,47,1
Hee ChanWOLMID,5.6,0.1,1.0,47,1
MaatsenAVLDEF,4.2,0.6,2.0,46,0
DiakitéBOUDEF,4.1,0.3,0.0,46,0
ElangaNEWMID,6.5,2.7,1.3,46,1
GeertruidaSUNDEF,4.5,0.1,0.0,46,0
DansoTOTDEF,4.2,0.2,2.7,46,5
OdobertTOTMID,5.3,0.0,0.0,46,0
Kolo MuaniTOTFWD,6.9,0.4,1.3,46,1
Walker-PetersWHUDEF,4.2,0.3,4.7,46,2
MingsAVLDEF,4.3,0.7,0.3,45,0
RayanBOUMID,5.4,1.4,4.3,45,0
BalebaBHAMID,4.5,1.5,1.3,45,0
RobinsonFULDEF,4.9,0.8,1.7,45,1
CastagneFULDEF,4.3,0.1,4.3,45,5
TodiboWHUDEF,4.3,0.1,0.3,45,1
TatyWHUFWD,5.5,0.3,4.7,45,1
J.AriasWOLMID,4.9,0.1,0.0,45,0
HumphreysBURDEF,3.9,0.1,1.3,44,0
J.RamseyNEWMID,5.3,0.2,1.7,44,2
DelapCHEFWD,6.2,0.9,1.7,43,0
KevinFULMID,5.7,0.1,0.0,43,0
PerriLEEGKP,4.4,0.3,0.0,43,0
De LigtMUNDEF,4.9,1.8,0.0,43,0
DominguezNFOMID,5.0,0.0,1.7,43,0
TchaounaBURMID,4.8,0.0,1.0,42,0
BrojaBURFWD,5.2,0.1,1.0,42,0
HughesCRYMID,4.7,0.1,1.0,42,0
GuessandCRYMID,6.2,0.0,0.0,42,0
BradleyLIVDEF,4.9,0.1,0.0,42,0
R.GomesWOLDEF,4.4,0.1,2.3,42,6
BellegardeWOLMID,5.1,0.0,1.0,42,0
HeavenMUNDEF,3.7,2.3,4.3,41,2
S.MagassaWHUMID,5.0,0.0,0.3,41,0
BarkleyAVLMID,4.8,0.1,1.7,40,1
KluivertBOUMID,6.9,0.6,0.0,40,0
IsakLIVFWD,10.3,4.2,3.7,40,8
MarmoushMCIMID,8.3,2.5,0.0,40,0
SolankeTOTFWD,7.3,1.8,1.7,40,1
SmithBOUDEF,4.4,0.2,0.3,39,0
J.CuencaFULDEF,4.3,0.1,0.0,39,0
SavonaNFODEF,4.5,0.1,0.0,39,0
MayendaSUNFWD,5.2,0.5,0.0,39,0
DisasiWHUDEF,4.5,0.2,6.0,39,3
WhiteARSDEF,5.1,0.5,2.7,38,6
Bruun LarsenBURMID,5.2,0.0,0.7,38,0
CookBOUMID,4.9,0.0,0.0,38,0
BoscagliBHADEF,4.2,0.1,5.7,38,0
VeltmanBHADEF,4.3,0.1,0.7,38,0
UgarteMUNMID,4.7,0.1,1.3,38,0
ZirkzeeMUNFWD,5.8,0.4,0.3,38,0
MunetsiWOLMID,5.3,0.0,0.0,38,0
MoratoNFODEF,4.3,0.1,0.7,37,1
PottsWHUMID,4.3,0.5,0.7,37,1
BogardeAVLDEF,4.0,0.5,0.7,36,2
AcheampongCHEDEF,3.7,1.6,1.0,36,0
MartinezMUNDEF,4.8,0.4,-1.0,36,0
MazraouiMUNDEF,4.9,0.2,2.7,36,1
KilmanWHUDEF,4.1,0.1,0.0,36,0
Ward-ProwseBURMID,5.6,0.2,3.3,35,0
GrudaBHAMID,5.4,0.0,0.0,35,0
BobbFULMID,5.1,0.2,1.0,35,1
WoodNFOFWD,7.1,4.6,3.3,35,7
SanchoAVLMID,5.8,0.2,0.7,34,1
MilnerBHAMID,4.9,0.1,0.0,34,0
TosinCHEDEF,4.0,0.3,0.0,34,0
Andrey SantosCHEMID,4.5,0.3,0.7,34,0
ChiesaLIVMID,6.3,0.3,0.0,34,0
AdingraSUNMID,4.9,0.3,0.0,34,0
HickeyBREDEF,4.0,0.3,0.0,33,0
TotiWOLDEF,4.2,0.1,1.7,33,2
BranthwaiteEVEDEF,5.3,0.4,2.3,32,0
CairneyFULMID,4.8,0.0,1.0,32,0
GomezLIVDEF,4.9,0.1,0.7,32,1
NgumohaLIVMID,4.3,1.1,4.0,32,0
Douglas LuizAVLMID,4.9,0.1,0.3,31,0
KostoulasBHAFWD,4.8,0.3,0.3,31,0
MamardashviliLIVGKP,4.1,0.6,3.3,31,0
RiggSUNMID,4.7,0.1,3.3,31,1
DevennyCRYMID,4.3,1.1,0.3,30,0
MunizFULFWD,5.3,0.7,1.7,30,1
SavinhoMCIMID,6.9,0.4,1.0,30,0
WillockNEWMID,5.0,0.1,0.7,30,2
TraoréSUNMID,5.5,0.0,0.0,30,0
Møller WolfeWOLDEF,4.2,0.1,0.3,30,1
MosqueraARSDEF,5.3,0.2,0.3,29,0
GnontoLEEMID,5.1,0.1,2.0,28,0
AkéMCIDEF,5.2,0.6,0.3,28,0
GallagherTOTMID,5.0,0.1,2.7,28,4
TuanzebeBURDEF,3.9,0.9,0.0,27,0
AlcarazEVEMID,5.2,0.1,0.0,26,0
ArmstrongWOLFWD,5.2,0.1,2.0,26,2
GittensCHEMID,6.0,0.1,0.0,25,0
RamsdaleNEWGKP,4.8,0.8,0.7,25,0
YatesNFOMID,4.7,0.1,1.7,25,0
LindelöfAVLDEF,4.5,0.1,0.7,24,0
AwoniyiNFOFWD,5.2,0.3,1.3,24,4
AdamaWHUMID,5.1,0.2,0.3,24,0
HavertzARSFWD,7.3,0.8,3.7,23,4
Enes ÜnalBOUFWD,5.4,0.0,0.7,23,0
NketiahCRYFWD,5.4,0.3,0.0,23,0
AgbadouWOLDEF,4.2,0.1,0.0,23,0
AbrahamAVLFWD,5.8,0.2,2.3,22,1
WissaNEWFWD,7.3,0.6,0.7,22,1
PattersonEVEDEF,4.4,0.0,0.0,21,0
ScarlesWHUDEF,4.3,0.0,0.0,21,0
PabloWHUFWD,5.4,0.0,3.0,21,2
JohnstoneWOLGKP,4.4,0.1,0.0,21,0
Lucas PiresBURDEF,3.8,0.3,0.3,20,0
WorrallBURDEF,3.8,0.2,0.0,20,0
MilosavljevićBOUDEF,4.4,0.0,0.0,19,0
ArmstrongEVEMID,4.5,0.1,0.0,19,0
LewisMCIDEF,4.6,1.2,0.0,19,0
G.JesusARSFWD,6.4,0.3,0.3,18,0
DiblingEVEMID,5.3,0.0,0.0,18,0
RöhlEVEMID,5.0,0.0,0.0,18,0
JamesLEEMID,5.2,0.1,0.0,18,0
UdogieTOTDEF,4.3,0.3,1.3,18,0
UcheCRYFWD,5.5,0.1,0.0,17,0
BornauwLEEDEF,3.8,0.1,0.0,17,0
O'RileyBHAMID,5.5,0.3,0.7,16,0
TzimasBHAFWD,5.2,0.1,0.0,16,0
O'NienSUNDEF,4.0,0.1,2.0,16,0
EllborgSUNGKP,4.0,0.1,0.0,16,0
DragusinTOTDEF,4.5,0.0,0.3,16,1
BissoumaTOTMID,5.2,0.0,1.0,16,3
HatoCHEDEF,4.6,0.2,1.0,15,0
ClyneCRYDEF,3.8,0.5,0.0,15,0
PiroeLEEFWD,4.9,0.3,0.3,15,0
BakwaNFOMID,5.9,0.0,0.3,15,0
Lewis-SkellyARSDEF,5.0,1.4,0.7,14,1
M.BizotAVLGKP,4.2,0.4,1.0,14,0
BaileyAVLMID,5.5,0.1,0.3,14,1
PinnockBREDEF,4.2,0.1,0.0,14,0
Chadi RiadCRYDEF,4.0,0.0,0.0,14,0
CirkinSUNDEF,4.0,0.0,0.0,14,0
MundleSUNMID,4.9,0.0,0.0,14,0
DohertyWOLDEF,4.4,0.1,0.7,14,2
SonneBURDEF,3.8,0.2,0.0,13,0
CarvalhoBREMID,4.6,0.1,0.0,13,0
Marc GuiuCHEFWD,4.0,5.1,0.3,13,0
GeorgeEVEMID,4.8,0.1,1.0,13,1
DiopFULDEF,4.3,0.1,0.0,13,0
ReedFULMID,4.3,0.3,0.0,13,0
DowmanARSMID,4.2,0.8,0.3,12,0
NelsonBREMID,4.8,0.1,1.7,12,4
OnyekaBREMID,4.8,0.0,0.0,12,0
LaviaCHEMID,4.9,0.0,1.3,12,0
HarrisonLEEMID,5.1,0.0,0.0,12,0
EndoLIVMID,4.9,0.1,0.0,12,0
StonesMCIDEF,5.4,0.6,0.0,12,0
FüllkrugWHUFWD,5.6,0.6,0.0,12,0
Fer LópezWOLMID,5.1,0.0,0.0,12,0
AngelWOLMID,4.6,0.0,1.0,12,0
TraffordMCIGKP,4.5,0.9,0.0,11,0
BayindirMUNGKP,4.7,0.3,0.0,11,0
Ortega MorenoNFOGKP,4.7,0.2,0.0,11,0
JohnNFOGKP,4.0,0.3,0.0,11,0
CoppolaBHADEF,4.2,0.0,0.0,10,0
DaviesTOTDEF,4.3,0.1,0.0,10,0
HoeverWOLDEF,3.8,0.9,0.0,10,0
Gannon-DoakBOUMID,4.8,0.0,0.3,9,0
McAteeNFOMID,5.0,0.1,0.0,9,0
KalimuendoNFOFWD,6.0,0.1,0.0,9,0
AnguloSUNMID,5.0,0.0,0.0,9,0
KinskyTOTGKP,3.9,1.7,3.0,9,6
IrvingWHUMID,4.3,0.2,0.0,9,0
NwaneriARSMID,5.0,0.1,0.0,8,0
LuccaNFOFWD,5.4,0.0,0.0,8,0
G.RodriguezWHUMID,4.8,0.0,0.0,8,0
Mohamadou KantéWHUMID,4.5,0.0,0.3,8,0
B.BadiashileCHEDEF,4.4,0.0,0.0,7,0
BenitezCRYGKP,3.9,0.3,0.0,7,0
ZinchenkoNFODEF,4.9,0.2,0.0,7,0
Jair CunhaNFODEF,4.2,0.1,0.7,7,1
EdozieWOLMID,4.3,0.4,0.3,7,0
NørgaardARSMID,5.1,0.1,0.0,6,0
TrésorBURMID,4.3,0.1,0.7,6,0
Tóth.ABOUMID,4.9,0.0,1.0,6,0
IgorBHADEF,4.5,0.1,0.0,6,0
JörgensenCHEGKP,4.3,0.2,0.0,6,0
SosaCRYDEF,4.8,0.1,0.3,6,0
MayersWHUDEF,4.0,0.0,0.0,6,0
Pedro LimaWOLDEF,4.0,0.4,1.0,6,2
ElliottAVLMID,5.1,0.2,0.0,5,0
BarnesBURFWD,4.2,1.3,0.0,5,0
WatsonBHAMID,4.8,0.0,0.0,5,0
NyoniLIVMID,4.3,0.3,0.3,5,0
AlleyneMCIDEF,3.9,0.0,0.0,5,0
L.GuilhermeWHUMID,4.9,0.0,0.0,5,0
A.GarcíaAVLDEF,3.9,0.2,0.3,4,0
H.TraorèBOUMID,4.5,0.3,0.0,4,0
DonovanBREMID,4.4,0.1,0.0,4,0
HowellBHAMID,4.5,0.0,0.0,4,0
EsseCRYMID,4.7,0.1,0.0,4,0
Kusi-AsareFULFWD,4.5,0.1,0.0,4,0
WoodmanLIVGKP,3.9,0.3,1.3,4,3
AlyssonAVLMID,5.0,0.0,0.0,3,0
SolerBOUDEF,3.9,0.2,0.0,3,0
ColemanEVEDEF,4.2,0.1,0.0,3,0
J.FletcherMUNMID,4.3,0.1,0.0,3,0
NetzNFODEF,4.5,0.0,0.3,3,1
NeilSUNMID,4.8,0.0,0.0,3,0
SouzaTOTDEF,4.0,0.0,0.0,3,0
N.AguerdWHUDEF,4.4,0.0,0.0,3,0
George HemmingsAVLMID,4.5,0.0,0.0,2,0
M.SarrCHEDEF,4.5,0.0,0.0,2,0
Drakes-ThomasCRYMID,4.5,0.0,0.0,2,0
BuonanotteLEEMID,4.6,0.1,0.0,2,0
KovačićMCIMID,5.8,0.0,0.3,2,0
MukasaMCIMID,4.4,0.0,0.0,2,0
MalaciaMUNDEF,3.7,0.4,0.0,2,0
LaceyMUNMID,4.5,0.0,0.0,2,0
AbbottNFODEF,3.8,0.3,0.0,2,0
SeeltSUNDEF,4.0,0.1,0.0,2,0
ScarlettTOTFWD,4.3,0.5,0.0,2,0
MarshallWHUFWD,4.3,0.5,0.0,2,0
BentleyWOLGKP,3.9,0.5,0.7,2,0
ChirewaWOLMID,4.3,0.2,0.0,2,0
Jimoh-AlobaAVLMID,4.5,0.1,0.0,1,0
BurrowesAVLMID,4.3,0.1,0.0,1,0
BanelBURMID,4.5,0.0,0.0,1,0
WinterburnBOUMID,4.5,0.0,0.0,1,0
ValdimarssonBREGKP,3.8,0.7,0.0,1,0
MilamboBREMID,5.2,0.0,0.0,1,0
Peart-HarrisBREMID,4.4,0.0,0.0,1,0
MarchBHAMID,5.8,0.0,0.0,1,0
KnightBHAMID,4.4,0.1,0.0,1,0
OriolaBHAMID,4.5,0.0,0.0,1,0
D.EssugoCHEMID,4.3,0.1,0.3,1,0
RodneyCRYMID,4.4,0.0,0.0,1,0
ÉdouardCRYFWD,5.0,0.2,0.0,1,0
ByramLEEDEF,3.7,0.3,0.0,1,0
FredricsonMUNDEF,3.7,0.2,0.0,1,0
Bendito MantatoMUNMID,4.5,0.0,0.0,1,0
FletcherMUNMID,4.4,0.0,0.0,1,0
LascellesNEWDEF,4.3,0.0,0.0,1,0
A.MurphyNEWDEF,3.8,0.7,0.0,1,0
JotaNFOMID,5.4,0.0,0.0,1,0
GunnNFOGKP,4.0,1.1,0.0,1,0
RobertsSUNMID,5.4,0.0,0.0,1,0
MasuakuSUNDEF,3.9,0.5,0.0,1,0
Jocelin.TSUNMID,4.9,0.0,0.0,1,0
