Player,Cost,Sel.%,Form,Pts.,RP
VicarioTOTGKP,4.8,6.8,3.2,76,1
Dewsbury-HallEVEMID,4.9,2.2,0.0,75,0
KudusTOTMID,6.4,10.9,1.4,75,0
RicharlisonTOTFWD,6.4,6.5,2.0,75,0
CucurellaCHEDEF,6.0,16.0,0.8,74,5
CaicedoCHEMID,5.7,7.9,2.6,74,5
GustoCHEDEF,4.9,2.0,1.2,73,0
NdiayeEVEMID,6.2,3.3,0.0,73,0
M.FernandesWHUMID,5.5,0.2,3.6,72,9
McGinnAVLMID,5.4,1.1,4.2,71,1
AnthonyBURMID,5.1,1.9,2.2,71,2
TruffertBOUDEF,4.5,1.7,2.0,71,4
SzoboszlaiLIVMID,6.6,4.8,1.6,71,0
DokuMCIMID,6.4,3.0,2.4,71,2
DonnarummaMCIGKP,5.7,9.8,2.8,71,2
PopeNEWGKP,5.1,5.1,3.2,71,6
CullenBURMID,5.0,1.0,0.2,70,0
VerbruggenBHAGKP,4.5,5.9,2.8,70,2
DalotMUNDEF,4.5,3.7,4.6,70,5
CunhaMUNMID,8.0,8.6,3.8,70,4
SalibaARSDEF,6.0,12.1,4.0,69,8
RaúlFULFWD,6.2,2.2,4.6,69,2
L.PaquetáWHUMID,5.9,1.7,3.6,69,0
EzeARSMID,7.3,8.6,0.4,68,1
DúbravkaBURGKP,4.0,32.9,4.4,68,5
AmpaduLEEMID,4.9,0.1,3.6,68,7
BarnesNEWMID,6.1,1.6,4.4,68,3
YarmoliukBREMID,5.0,0.1,4.6,67,2
WhartonCRYMID,5.0,0.8,2.4,67,1
LenoFULGKP,4.9,1.7,3.0,67,3
BurnNEWDEF,5.0,3.3,0.0,67,0
MartinezAVLGKP,5.0,3.2,1.8,66,2
ScottBOUMID,5.0,0.2,3.4,66,4
Lewis-PotterBREDEF,4.9,2.4,3.0,66,1
AyariBHAMID,4.8,0.4,5.2,66,0
WelbeckBHAFWD,6.2,4.1,1.4,66,1
DorguMUNDEF,4.3,8.0,8.0,66,15
HumeSUNDEF,4.5,0.4,2.0,66,1
DigneAVLDEF,4.5,1.6,2.4,65,1
UgochukwuBURMID,5.0,0.1,3.2,65,4
O.DangoBREMID,5.8,0.3,0.2,65,1
TeteFULDEF,4.5,0.3,1.4,65,0
N.WilliamsNFODEF,4.7,3.2,2.6,65,6
KonsaAVLDEF,4.4,7.4,3.0,64,2
EvanilsonBOUFWD,7.0,1.6,3.6,64,2
KayodeBREDEF,4.5,0.7,3.2,64,1
StruijkLEEDEF,4.3,0.4,5.2,64,6
RodonLEEDEF,3.9,3.4,1.6,64,6
A.BeckerLIVGKP,5.4,6.2,4.4,64,2
M.SalahLIVMID,14.0,14.2,0.0,64,0
BentancurTOTMID,5.3,0.2,3.0,64,0
MykolenkoEVEDEF,4.9,0.8,4.4,62,6
KamaraAVLMID,4.9,0.4,1.6,61,0
GeorginioBHAMID,5.6,0.5,2.4,61,1
BuendíaAVLMID,5.3,0.3,2.0,60,2
DamsgaardBREMID,5.7,0.5,2.6,60,4
SessegnonFULMID,5.4,0.2,0.8,60,3
MerinoARSMID,5.6,1.5,1.2,59,1
PetrovićBOUGKP,4.5,4.4,0.8,59,2
AmadMUNMID,6.2,1.2,0.6,59,3
HendersonBREMID,5.0,0.4,1.0,58,0
F.KadıoğluBHADEF,4.4,0.3,3.6,58,2
WiefferBHAMID,4.9,0.2,0.2,58,0
MilenkovićNFODEF,5.1,3.1,3.0,58,6
WilsonWHUFWD,5.8,0.7,2.8,58,6
FlorentinoBURMID,5.0,0.0,3.2,57,7
YeremyCRYMID,5.8,0.2,4.0,57,9
Kroupi.JrBOUFWD,4.6,4.5,3.0,56,2
IwobiFULMID,6.3,0.7,0.0,56,0
BergeFULMID,4.9,0.1,3.6,56,2
JoelintonNEWMID,5.9,0.4,5.0,56,3
L.MileyNEWMID,4.5,3.6,3.6,56,1
Hudson-OdoiNFOMID,5.7,0.8,1.8,56,3
GyökeresARSFWD,8.7,9.3,1.8,55,1
MalenAVLMID,5.1,0.5,1.4,55,0
BasseyFULDEF,4.4,0.3,0.0,55,0
GudmundssonLEEDEF,3.8,4.3,3.6,55,6
N.GonzalezMCIMID,5.9,0.1,1.8,55,0
ŠeškoMUNFWD,7.2,3.5,3.6,55,0
GomezBHAMID,4.9,0.2,3.6,54,2
SelsNFOGKP,4.6,5.5,2.8,54,10
MurilloNFODEF,5.2,1.9,3.4,54,8
SpenceTOTDEF,4.3,1.1,3.2,54,1
GomesWOLMID,5.3,0.1,3.2,54,3
JaneltBREMID,4.9,0.3,5.6,53,1
KerkezLIVDEF,5.6,3.0,2.8,53,1
GordonNEWMID,7.5,5.3,2.6,53,3
Van den BergBREDEF,4.5,0.8,0.0,52,0
SarrCRYMID,6.3,2.0,0.0,52,0
Smith RoweFULMID,5.6,0.7,2.8,52,3
OkaforLEEMID,5.5,0.1,1.8,52,3
ShawMUNDEF,4.5,0.6,3.0,52,5
TonaliNEWMID,5.3,1.0,1.8,52,2
BogleLEEDEF,4.4,0.2,1.8,51,6
HallNEWDEF,5.3,3.2,5.0,51,9
SchärNEWDEF,5.3,1.5,3.4,51,0
J.MurphyNEWMID,6.0,0.7,1.4,51,0
TalbiSUNMID,4.9,0.1,0.0,51,0
AdamsBOUMID,4.9,0.3,0.0,50,0
DunkBHADEF,4.5,0.9,2.6,50,2
BarryEVEFWD,5.7,0.7,4.6,50,8
LukićFULMID,4.9,0.1,2.8,50,2
SangaréNFOMID,4.9,0.1,0.6,50,3
IsidorSUNFWD,5.2,1.6,0.4,50,0
ØdegaardARSMID,7.8,2.4,5.2,49,1
TielemansAVLMID,5.9,1.1,4.2,49,2
De CuyperBHADEF,4.3,2.1,0.6,49,0
IroegbunamEVEMID,4.8,0.0,4.0,49,0
NmechaLEEFWD,5.0,0.5,2.4,49,7
LivramentoNEWDEF,4.9,2.1,0.4,49,0
BrobbeySUNFWD,5.5,0.7,4.6,49,9
H.BuenoWOLDEF,4.3,0.1,5.0,49,6
S.BuenoWOLDEF,4.4,0.1,4.2,49,6
AndréWOLMID,5.3,0.1,1.4,49,2
BernardoMCIMID,6.2,0.5,2.0,48,2
HutchinsonNFOMID,5.4,0.1,3.0,48,1
SummervilleWHUMID,5.5,0.1,3.6,48,10
EstèveBURDEF,3.9,8.3,1.0,47,2
AjerBREDEF,4.4,0.2,4.6,47,1
LammensMUNGKP,5.0,1.8,4.2,47,6
AreolaWHUGKP,4.3,2.2,2.4,47,3
OnanaAVLMID,4.8,0.6,0.4,46,0
HartmanBURDEF,4.0,0.8,0.0,46,0
MountMUNMID,5.9,0.4,0.6,46,1
Igor JesusNFOFWD,5.8,1.0,2.6,46,2
XaviTOTMID,6.5,1.1,1.4,46,2
WalkerBURDEF,4.4,1.1,1.8,45,2
DiakitéBOUDEF,4.3,0.3,0.4,45,1
PalmerCHEMID,10.4,12.2,4.2,45,9
KamadaCRYMID,5.0,0.1,0.0,45,0
Mac AllisterLIVMID,6.2,1.3,1.6,45,1
SoučekWHUMID,5.7,0.2,2.4,45,3
KrejčíWOLDEF,4.5,0.1,4.6,45,6
EkdalBURDEF,3.9,0.9,2.8,44,1
GanaEVEMID,5.4,0.1,0.0,44,0
TelTOTMID,6.2,0.2,3.0,44,2
DioufWHUDEF,4.0,1.3,0.0,44,0
BrooksBOUMID,5.0,0.2,3.4,43,0
JensenBREMID,4.9,0.1,2.0,43,2
BijolLEEDEF,3.9,0.6,3.2,43,0
PerriLEEGKP,4.5,0.3,3.0,43,0
De LigtMUNDEF,4.9,2.0,0.0,43,0
J.AriasWOLMID,4.9,0.2,3.2,43,1
LaurentBURMID,4.8,0.0,4.2,42,1
FlemmingBURFWD,5.3,0.3,0.2,42,0
TanakaLEEMID,4.8,0.3,1.0,42,1
BradleyLIVDEF,5.0,0.2,4.2,42,0
NdoyeNFOMID,5.5,0.7,0.2,42,1
SadikiSUNMID,4.9,0.0,1.0,42,5
P.M.SarrTOTMID,4.5,0.8,0.0,42,0
PauAVLDEF,4.3,0.3,0.4,41,2
FofanaCHEDEF,4.4,0.4,0.6,41,0
BotmanNEWDEF,4.9,0.4,1.8,41,5
KluivertBOUMID,7.0,0.7,2.2,40,0
GarnachoCHEMID,6.4,0.6,1.4,40,1
LongstaffLEEMID,4.8,0.2,0.0,40,0
EstêvãoCHEMID,6.4,1.9,1.4,39,0
JohnsonCRYMID,6.5,2.5,1.2,39,2
C.JonesLIVMID,5.4,0.1,3.0,39,5
MaguireMUNDEF,4.3,0.5,1.2,39,6
SavonaNFODEF,4.5,0.1,0.4,39,0
ReinildoSUNDEF,3.8,2.7,0.4,39,2
BergvallTOTMID,5.2,0.2,1.2,39,1
Hee ChanWOLMID,5.6,0.1,3.8,39,3
MavropanosWHUDEF,4.4,0.1,1.6,38,4
MunetsiWOLMID,5.3,0.0,0.0,38,0
FosterBURFWD,4.9,0.8,0.2,37,1
BetoEVEFWD,5.0,2.4,2.0,37,1
Strand LarsenWOLFWD,6.1,0.9,1.4,37,1
MitomaBHAMID,6.1,2.0,2.8,36,2
HinshelwoodBHAMID,5.1,0.0,2.0,36,2
TrippierNEWDEF,4.9,1.3,1.2,36,6
TchatchouaWOLDEF,4.4,0.0,3.0,36,6
ManéWOLFWD,4.5,1.1,5.4,36,2
HincapieARSDEF,5.2,0.9,1.0,35,0
HenryBREDEF,4.3,0.2,3.2,35,1
GrudaBHAMID,5.4,0.1,1.6,35,2
LermaCRYMID,4.9,0.1,1.2,35,2
ChukwuezeFULMID,5.3,0.1,0.0,35,0
YoroMUNDEF,4.2,1.3,1.0,35,0
OdobertTOTMID,5.3,0.1,2.0,35,2
KilmanWHUDEF,4.2,0.2,1.2,35,1
BrojaBURFWD,5.2,0.2,3.0,34,2
FrimpongLIVDEF,5.8,6.8,4.6,34,2
AdingraSUNMID,4.9,0.4,3.0,34,0
ToluWOLFWD,5.4,0.1,2.6,34,2
TchaounaBURMID,4.9,0.0,0.8,33,1
A.JimenezBOUDEF,4.5,0.1,1.8,33,2
KevinFULMID,5.8,0.1,2.2,33,1
ZirkzeeMUNFWD,5.8,0.5,2.8,33,0
S.MagassaWHUMID,5.0,0.0,1.6,33,0
KingFULMID,4.4,1.9,0.2,32,1
GeertruidaSUNDEF,4.5,0.0,2.2,32,0
Bruun LarsenBURMID,5.3,0.0,1.0,31,0
AcheampongCHEDEF,3.8,1.3,0.8,31,1
HughesCRYMID,4.7,0.1,2.4,31,5
RobinsonFULDEF,4.9,0.8,3.0,31,2
GruevLEEMID,4.7,0.1,3.0,31,3
EdwardsBURMID,4.7,0.1,4.0,30,9
HillBOUDEF,3.9,0.6,2.2,30,2
TosinCHEDEF,4.0,0.3,0.6,30,3
J.CuencaFULDEF,4.3,0.1,3.6,30,3
MartinezMUNDEF,4.8,0.6,5.0,30,8
Walker-PetersWHUDEF,4.2,0.3,1.2,30,0
WhiteARSDEF,5.1,0.6,1.4,29,6
MartinelliARSMID,6.8,0.9,1.4,29,1
HickeyBREDEF,4.0,0.5,1.0,29,1
VeltmanBHADEF,4.3,0.1,3.6,29,2
DevennyCRYMID,4.3,1.6,2.0,29,2
IsakLIVFWD,10.3,3.7,0.0,29,0
UgarteMUNMID,4.7,0.2,2.8,29,1
TodiboWHUDEF,4.3,0.1,1.6,29,4
Wan-BissakaWHUDEF,4.1,3.9,0.8,29,4
PottsWHUMID,4.4,0.8,1.2,29,0
AdliBOUMID,5.4,0.0,1.8,28,6
McNeilEVEMID,5.5,0.2,3.8,28,5
ChiesaLIVMID,6.3,0.3,1.0,28,1
ElangaNEWMID,6.5,2.6,0.2,28,1
DominguezNFOMID,5.0,0.0,4.0,28,3
TraoréSUNMID,5.5,0.0,0.0,28,0
CanvotCRYDEF,4.5,0.0,2.6,27,0
JustinLEEDEF,3.9,0.3,3.8,27,9
GrayTOTMID,4.8,0.1,3.4,27,0
CookBOUMID,4.9,0.0,3.0,26,4
BalebaBHAMID,4.5,1.3,0.2,26,1
KostoulasBHAFWD,4.8,0.3,2.8,26,8
SavinhoMCIMID,6.9,0.4,0.4,26,0
HeavenMUNDEF,3.9,2.5,3.0,26,1
DansoTOTDEF,4.2,0.1,1.4,26,0
José SáWOLGKP,4.2,1.0,3.8,26,7
MosqueraWOLDEF,4.3,0.1,4.8,26,8
GuessandAVLMID,6.2,0.0,0.4,25,2
DelapCHEFWD,6.2,0.9,2.6,25,4
AlcarazEVEMID,5.2,0.1,0.6,25,0
GomezLIVDEF,4.9,0.1,0.4,25,0
AkéMCIDEF,5.3,0.6,2.6,25,1
WoodNFOFWD,7.2,4.7,0.0,25,0
BellegardeWOLMID,5.1,0.0,0.0,25,0
MingsAVLDEF,4.3,0.5,0.0,24,0
RobertsonLIVDEF,5.7,1.0,1.4,24,1
MayendaSUNFWD,5.2,0.5,1.4,24,1
Kolo MuaniTOTFWD,6.9,0.4,1.6,24,2
HannibalBURMID,4.7,0.1,0.2,23,1
GittensCHEMID,6.0,0.1,0.4,23,0
NketiahCRYFWD,5.4,0.4,0.2,23,0
BogardeAVLDEF,4.0,0.5,0.4,22,1
HumphreysBURDEF,3.9,0.1,4.4,22,4
TuanzebeBURDEF,3.9,1.0,0.8,22,4
CairneyFULMID,4.8,0.0,2.4,22,1
RodrigoMCIMID,6.3,0.4,2.0,22,3
MaduekeARSMID,6.8,0.7,1.0,21,1
CastagneFULDEF,4.3,0.1,0.8,21,1
MoratoNFODEF,4.3,0.1,0.2,21,0
JohnstoneWOLGKP,4.4,0.1,0.0,21,0
MaatsenAVLDEF,4.2,0.5,1.4,20,2
LindelöfAVLDEF,4.5,0.1,2.0,20,0
SmithBOUDEF,4.4,0.2,0.2,20,0
MilnerBHAMID,4.9,0.1,0.6,20,0
GnontoLEEMID,5.2,0.1,0.8,20,1
AgbadouWOLDEF,4.2,0.1,0.0,20,0
TotiWOLDEF,4.2,0.1,0.0,20,0
Møller WolfeWOLDEF,4.3,0.1,0.6,20,0
ChristieBOUMID,4.9,0.1,0.2,19,1
MilosavljevićBOUDEF,4.4,0.0,0.4,19,1
Andrey SantosCHEMID,4.5,0.3,0.8,19,1
MamardashviliLIVGKP,4.2,0.6,0.0,19,0
LewisMCIDEF,4.6,1.3,0.2,19,0
PattersonEVEDEF,4.4,0.0,3.6,18,8
KhusanovMCIDEF,5.4,0.3,1.2,18,3
BobbMCIMID,5.1,0.2,0.0,18,0
OsulaNEWFWD,5.4,0.2,0.0,18,0
MosqueraARSDEF,5.3,0.1,0.0,17,0
AdamaFULMID,5.1,0.1,0.6,17,0
MunizFULFWD,5.3,0.7,0.0,17,0
MazraouiMUNDEF,4.9,0.2,0.0,17,0
TzimasBHAFWD,5.2,0.1,0.0,16,0
RöhlEVEMID,5.0,0.0,2.2,16,3
DarlowLEEGKP,3.9,2.0,1.2,16,6
MarmoushMCIMID,8.3,2.3,0.0,16,0
BarkleyAVLMID,4.8,0.0,0.0,15,0
DiblingEVEMID,5.3,0.0,1.6,15,0
MainooMUNMID,4.6,0.4,0.8,15,3
YatesNFOMID,4.7,0.1,0.0,15,0
RiggSUNMID,4.7,0.0,0.8,15,0
SanchoAVLMID,5.8,0.2,1.4,14,0
ClyneCRYDEF,3.8,0.6,1.8,14,0
J.RamseyNEWMID,5.3,0.2,1.0,14,0
WillockNEWMID,5.0,0.1,0.6,14,0
AinaNFODEF,4.7,1.9,1.6,14,5
ScarlesWHUDEF,4.3,0.0,2.4,14,2
R.GomesWOLDEF,4.4,0.1,0.2,14,1
Lucas PiresBURDEF,3.8,0.3,2.6,13,4
SonneBURDEF,3.8,0.3,0.4,13,0
Enes ÜnalBOUFWD,5.4,0.0,0.6,13,0
CarvalhoBREMID,4.7,0.1,0.0,13,0
UcheCRYFWD,5.5,0.0,0.6,13,0
JamesLEEMID,5.2,0.1,0.0,13,0
Aït-NouriMCIDEF,5.7,3.8,0.2,13,1
WissaNEWFWD,7.3,1.0,2.2,13,1
DiarraSUNMID,5.3,0.0,0.0,13,0
UdogieTOTDEF,4.3,0.3,0.0,13,0
Lewis-SkellyARSDEF,5.1,1.5,0.6,12,0
OnyekaBREMID,4.8,0.0,0.0,12,0
O'RileyBHAMID,5.5,0.3,0.0,12,0
Marc GuiuCHEFWD,4.2,6.6,0.0,12,0
BornauwLEEDEF,3.8,0.1,2.0,12,1
HarrisonLEEMID,5.1,0.1,0.0,12,0
NgumohaLIVMID,4.3,0.7,0.4,12,1
StonesMCIDEF,5.4,0.6,0.0,12,0
BakwaNFOMID,5.9,0.0,1.4,12,0
CirkinSUNDEF,4.0,0.0,2.4,12,1
FüllkrugWHUFWD,5.6,0.6,0.0,12,0
Fer LópezWOLMID,5.1,0.0,0.2,12,0
M.BizotAVLGKP,4.2,0.4,0.4,11,0
ReedFULMID,4.3,0.3,2.0,11,0
PiroeLEEFWD,4.9,0.3,0.2,11,0
TraffordMCIGKP,4.5,1.0,0.0,11,0
BayindirMUNGKP,4.7,0.3,0.0,11,0
RamsdaleNEWGKP,4.8,0.7,0.6,11,0
Douglas LuizNFOMID,4.9,0.0,0.2,11,0
JohnNFOGKP,4.0,0.4,0.8,11,0
Ward-ProwseWHUMID,5.6,0.2,0.0,11,0
DohertyWOLDEF,4.4,0.1,0.6,11,0
G.JesusARSFWD,6.4,0.3,1.6,10,1
BoscagliBHADEF,4.2,0.1,0.2,10,1
CoppolaBHADEF,4.2,0.1,0.0,10,0
DiopFULDEF,4.3,0.1,1.0,10,1
DaviesTOTDEF,4.3,0.1,1.8,10,0
HoeverWOLDEF,3.8,1.2,0.0,10,0
ArmstrongEVEMID,4.5,0.1,1.6,9,3
KalimuendoNFOFWD,6.0,0.1,0.2,9,0
MundleSUNMID,4.9,0.0,1.2,9,2
IrvingWHUMID,4.3,0.3,0.0,9,0
HermansenWHUGKP,4.2,0.2,0.0,9,0
NwaneriARSMID,5.0,0.1,0.0,8,0
G.RodriguezWHUMID,4.8,0.0,0.2,8,1
WorrallBURDEF,3.8,0.1,0.0,7,0
Gannon-DoakBOUMID,4.8,0.0,0.0,7,0
EndoLIVMID,4.9,0.1,0.0,7,0
ZinchenkoNFODEF,4.9,0.2,0.2,7,0
AwoniyiNFOFWD,5.2,0.3,0.4,7,0
NelsonBREMID,4.8,0.1,0.6,6,0
HatoCHEDEF,4.6,0.2,0.6,6,1
McAteeNFOMID,5.0,0.1,0.0,6,0
IgorWHUDEF,4.5,0.1,0.0,6,0
DowmanARSMID,4.2,0.3,0.0,5,0
WatsonBHAMID,4.8,0.0,0.4,5,0
GroßBHAMID,5.5,0.0,1.7,5,3
AlleyneMCIDEF,4.5,0.0,2.5,5,1
L.GuilhermeWHUMID,4.9,0.0,0.0,5,0
MayersWHUDEF,4.0,0.0,0.6,5,0
ElliottAVLMID,5.1,0.2,0.0,4,0
TrésorBURMID,4.4,0.1,0.4,4,0
H.TraorèBOUMID,4.5,0.3,0.0,4,0
PinnockBREDEF,4.2,0.1,0.0,4,0
GeorgeCHEMID,4.8,0.1,0.0,4,0
LaviaCHEMID,4.9,0.0,0.0,4,0
SosaCRYDEF,4.8,0.1,0.4,4,0
EsseCRYMID,4.7,0.1,0.6,4,0
Kusi-AsareFULFWD,4.5,0.1,0.2,4,0
NørgaardARSMID,5.1,0.1,0.2,3,0
SolerBOUDEF,4.0,0.2,0.2,3,0
JörgensenCHEGKP,4.3,0.2,0.4,3,0
B.BadiashileCHEDEF,4.4,0.0,0.6,3,0
ColemanEVEDEF,4.2,0.1,0.0,3,0
J.FletcherMUNMID,4.3,0.1,0.4,3,0
Jair CunhaNFODEF,4.2,0.1,0.0,3,0
NeilSUNMID,4.8,0.0,0.2,3,0
SolankeTOTFWD,7.2,0.9,0.2,3,1
N.AguerdWHUDEF,4.4,0.0,0.0,3,0
Mohamadou KantéWHUMID,4.5,0.0,0.2,3,0
PabloWHUFWD,5.5,0.0,1.0,3,2
TatyWHUFWD,5.5,0.0,1.5,3,1
George HemmingsAVLMID,4.5,0.0,0.4,2,1
Drakes-ThomasCRYMID,4.5,0.0,0.2,2,0
NyoniLIVMID,4.3,0.3,0.2,2,0
MukasaMCIMID,4.4,0.0,0.2,2,1
LaceyMUNMID,4.5,0.0,0.2,2,0
SeeltSUNDEF,4.0,0.1,0.0,2,0
GallagherTOTMID,5.5,0.1,2.0,2,2
MarshallWHUFWD,4.3,0.6,0.0,2,0
ChirewaWOLMID,4.3,0.2,0.2,2,0
HavertzARSFWD,7.3,0.3,0.0,1,0
A.GarcíaAVLDEF,3.9,0.2,0.2,1,0
Jimoh-AlobaAVLMID,4.5,0.1,0.2,1,0
BurrowesAVLMID,4.4,0.1,0.0,1,0
BanelBURMID,4.5,0.0,0.2,1,0
BarnesBURFWD,4.2,1.3,0.0,1,-1
WinterburnBOUMID,4.5,0.0,0.0,1,0
MilamboBREMID,5.2,0.0,0.0,1,0
DonovanBREMID,4.4,0.1,0.2,1,1
Peart-HarrisBREMID,4.4,0.0,0.2,1,0
KnightBHAMID,4.4,0.1,0.0,1,0
OriolaBHAMID,4.5,0.0,0.0,1,0
RodneyCRYMID,4.4,0.0,0.2,1,0
ÉdouardCRYFWD,5.0,0.2,0.0,1,0
BuonanotteLEEMID,4.6,0.1,0.0,1,0
ByramLEEDEF,3.8,0.2,0.0,1,0
KovačićMCIMID,5.9,0.0,0.0,1,0
FredricsonMUNDEF,3.8,0.1,0.2,1,0
MalaciaMUNDEF,3.8,0.4,0.2,1,0
Bendito MantatoMUNMID,4.5,0.0,0.2,1,0
LascellesNEWDEF,4.3,0.1,0.0,1,0
AbbottNFODEF,3.8,0.3,0.0,1,0
JotaNFOMID,5.4,0.0,0.0,1,0
RobertsSUNMID,5.4,0.0,0.0,1,0
MasuakuSUNDEF,3.9,0.5,0.0,1,0
DragusinTOTDEF,4.5,0.0,0.2,1,0
BissoumaTOTMID,5.2,0.0,0.2,1,1
ScarlettTOTFWD,4.3,0.6,0.2,1,0
EarthyWHUMID,4.5,0.0,0.2,1,0
Pedro LimaWOLDEF,4.0,0.4,0.2,1,0
KalajdžićWOLFWD,4.9,0.0,0.0,1,0
ArrizabalagaARSGKP,4.1,0.4,0.0,0,0
HeinARSGKP,4.0,0.2,0.0,0,0
SetfordARSGKP,3.9,0.2,0.0,0,0
KiwiorARSDEF,5.4,0.0,0.0,0,0
ClarkeARSDEF,3.8,0.5,0.0,0,0
KacurriARSDEF,3.9,0.1,0.0,0,0
NicholsARSDEF,3.8,0.2,0.0,0,0
Fábio VieiraARSMID,5.4,0.0,0.0,0,0
KabiaARSMID,4.5,0.1,0.0,0,0
SambiARSMID,4.5,0.1,0.0,0,0
Harriman-AnnousARSMID,4.4,0.0,0.0,0,0
SalmonARSDEF,4.0,0.0,0.0,0,0
GauciAVLGKP,4.0,0.1,0.0,0,0
MarschallAVLGKP,4.0,0.0,0.0,0,0
Alex MorenoAVLDEF,4.0,1.7,0.0,0,0
SousaAVLDEF,3.8,0.3,0.0,0,0
YasinAVLDEF,4.0,0.1,0.0,0,0
BaileyAVLMID,5.5,0.1,0.0,0,0
Iling JrAVLMID,5.5,0.0,0.0,0,0
BarrenecheaAVLMID,5.0,0.0,0.0,0,0
DobbinAVLMID,5.0,0.0,0.0,0,0
BroggioAVLMID,4.4,0.3,0.0,0,0
DendonckerAVLMID,4.5,0.1,0.0,0,0
YoungAVLMID,4.3,0.6,0.0,0,0
RedmondAVLFWD,4.5,0.3,0.0,0,0
WrightAVLGKP,3.9,0.6,0.0,0,0
RoweAVLDEF,4.0,0.1,0.0,0,0
ProctorAVLGKP,3.9,0.6,0.0,0,0
PattersonAVLDEF,3.9,0.2,0.0,0,0
